document_id,filename,category,disaster_code,year,quarter,page_count,file_size_bytes,processed_at,quarter_label,money_max_amount_usd_budget,money_max_amount_usd_drawdown,money_max_amount_usd_expended,money_max_amount_usd_obligated,money_max_amount_usd_unknown,money_n_mentions_budget,money_n_mentions_drawdown,money_n_mentions_expended,money_n_mentions_obligated,money_n_mentions_unknown,money_sum_amount_usd_budget,money_sum_amount_usd_drawdown,money_sum_amount_usd_expended,money_sum_amount_usd_obligated,money_sum_amount_usd_unknown,entity_CARDINAL,entity_DAMAGE_METRIC,entity_DATE,entity_DISASTER,entity_EVENT,entity_FAC,entity_FEMA_DECLARATION,entity_GPE,entity_LANGUAGE,entity_LAW,entity_LOC,entity_MONEY,entity_NORP,entity_ORDINAL,entity_ORG,entity_PERCENT,entity_PERSON,entity_PRODUCT,entity_PROGRAM,entity_QUANTITY,entity_QUARTER,entity_RAINFALL,entity_TIME,entity_TX_COUNTY,entity_WIND_SPEED,entity_WORK_OF_ART,n_activities,n_activity_pages,n_unique_activities
275,ike-2017-q2.pdf,Hurricane_Ike,ike,2017,2,981,1872712,2026-01-29 19:40:18.333257,Q2 2017,3113952618.87,3113472856.0,9989257490000.0,2269740.69,12716860000000.0,753.0,3910.0,1056.0,1271.0,1478.0,5553561221.19,8280352539.52,103564798934222.66,16240119.629999999,12726454764312.38,4130.0,11.0,1973.0,418.0,68.0,2630.0,2.0,1968.0,0.0,42.0,416.0,8695.0,85.0,68.0,6182.0,136.0,1131.0,65.0,3.0,811.0,0.0,324.0,11.0,935.0,1.0,90.0,482,976,482
354,rita2-2017-q2.pdf,Hurricane_Rita2,rita2,2017,2,6,29784,2026-01-29 19:40:47.726439,Q2 2017,428871849.0,200000000000.0,428634576.47,339.58,2020000000.0,4.0,21.0,7.0,4.0,19.0,429041744.78,201286965399.82,428767878.88000005,339.58,2308595754.94,15.0,2.0,11.0,16.0,7.0,1.0,1.0,18.0,0.0,1.0,5.0,75.0,0.0,1.0,59.0,10.0,5.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,1,2,1
409,wf1-2017-q2.pdf,Wildfire_I,wf1,2017,2,28,73944,2026-01-29 19:45:35.220702,Q2 2017,31319686.0,31319686.0,1368079.33,5737.5,6263937200000.0,30.0,116.0,37.0,37.0,27.0,158247295.74,73887058.04,6561679.89,7334.38,6263991356599.8,132.0,2.0,54.0,0.0,0.0,16.0,2.0,84.0,0.0,5.0,7.0,258.0,4.0,1.0,232.0,3.0,119.0,1.0,0.0,18.0,0.0,22.0,0.0,62.0,0.0,4.0,12,24,12
25,f15-2017-q3.pdf,2015_Floods,f15,2017,3,6,29062,2026-01-29 18:39:48.104899,Q3 2017,74568000.0,50696000.0,177732.09,13121.07,315609790.0,7.0,31.0,8.0,4.0,23.0,75043183.32,53766972.51,307518.96,13121.07,821592538.88,15.0,0.0,22.0,1.0,1.0,0.0,6.0,9.0,0.0,0.0,0.0,83.0,0.0,1.0,48.0,7.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2,3,2
276,ike-2017-q3.pdf,Hurricane_Ike,ike,2017,3,1954,2956102,2026-01-29 19:40:21.054600,Q3 2017,3122269066.63,3113472856.0,9621989930000.0,2573537929.76,3400000000.0,1499.0,8384.0,2861.0,2646.0,1870.0,6173468144.4800005,11317159139.94,148922181115029.88,2585037963.1800003,9129930921.23,6535.0,8.0,4425.0,871.0,151.0,5288.0,0.0,4252.0,0.0,72.0,804.0,17468.0,191.0,110.0,10486.0,189.0,1951.0,158.0,3.0,1754.0,0.0,678.0,31.0,1468.0,1.0,858.0,965,1949,963
355,rita2-2017-q3.pdf,Hurricane_Rita2,rita2,2017,3,8,34495,2026-01-29 19:40:47.766572,Q3 2017,428874849.0,428874849.0,428635276.47,3700.0,2020000000.0,11.0,25.0,9.0,7.0,36.0,441285371.67,1719370678.8600001,432319860.61,12700.0,2321009881.16,35.0,2.0,13.0,19.0,7.0,1.0,1.0,20.0,0.0,1.0,5.0,105.0,0.0,1.0,85.0,14.0,10.0,0.0,5.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2,4,2
410,wf1-2017-q3.pdf,Wildfire_I,wf1,2017,3,24,55818,2026-01-29 19:45:35.283996,Q3 2017,31319686.0,3168646910000.0,2269858.55,801196.91,6263937200000.0,20.0,99.0,28.0,23.0,25.0,143667975.18,3168730876876.53,6505215.89,961964.5700000001,6263964545557.47,112.0,2.0,50.0,0.0,0.0,13.0,2.0,81.0,0.0,6.0,7.0,210.0,4.0,1.0,209.0,2.0,121.0,1.0,0.0,18.0,0.0,21.0,0.0,54.0,0.0,4.0,10,20,10
26,f15-2017-q4.pdf,2015_Floods,f15,2017,4,6,29062,2026-01-29 18:39:48.308608,Q4 2017,74568000.0,50696000.0,177732.09,13121.07,315609790.0,7.0,31.0,8.0,4.0,23.0,75043183.32,53766972.51,307518.96,13121.07,821592538.88,15.0,0.0,22.0,1.0,1.0,0.0,6.0,9.0,0.0,0.0,0.0,83.0,0.0,1.0,48.0,7.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2,3,2
277,ike-2017-q4.pdf,Hurricane_Ike,ike,2017,4,863,1511986,2026-01-29 19:40:22.242036,Q4 2017,3122270146.86,3122270146.86,9386635730000.0,2635346372.21,3400000000.0,666.0,3355.0,1263.0,1236.0,611.0,5534193274.64,9494547305.74,84128074404375.77,2676830557.61,10382255329.74,2678.0,6.0,1600.0,358.0,56.0,2375.0,0.0,1808.0,0.0,37.0,356.0,7165.0,84.0,52.0,4418.0,65.0,910.0,44.0,3.0,642.0,0.0,247.0,12.0,634.0,0.0,168.0,429,859,429
356,rita2-2017-q4.pdf,Hurricane_Rita2,rita2,2017,4,17,59723,2026-01-29 19:40:47.821974,Q4 2017,428874849.0,428671849.0,190612471.76,107675.82,2020000000.0,29.0,58.0,21.0,18.0,69.0,891354695.72,1272910128.54,220731976.82,107675.82,3076042840.43,64.0,3.0,30.0,22.0,7.0,3.0,1.0,51.0,0.0,1.0,6.0,207.0,4.0,3.0,168.0,19.0,13.0,1.0,26.0,0.0,0.0,5.0,0.0,6.0,0.0,4.0,7,13,7
411,wf1-2017-q4.pdf,Wildfire_I,wf1,2017,4,22,52547,2026-01-29 19:45:35.344802,Q4 2017,31319686.0,31319686.0,3164142590000.0,894284.04,6263937200000.0,17.0,73.0,27.0,20.0,23.0,142606189.1,78791115.44,3164150623088.82,1278985.48,6263976265324.17,108.0,2.0,47.0,0.0,1.0,12.0,2.0,82.0,0.0,6.0,7.0,175.0,5.0,1.0,201.0,2.0,120.0,2.0,0.0,14.0,0.0,22.0,0.0,41.0,0.0,1.0,9,18,9
27,f15-2018-q1.pdf,2015_Floods,f15,2018,1,6,34407,2026-01-29 18:39:48.541541,Q1 2018,74568000.0,50696000.0,2000000.0,363262.64,315609790.0,9.0,37.0,12.0,6.0,25.0,75406466.3,103590083.93,2514374.42,419196.45,821854982.52,14.0,0.0,21.0,1.0,1.0,0.0,3.0,9.0,0.0,0.0,0.0,89.0,0.0,1.0,49.0,6.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2,3,2
278,ike-2018-q1.pdf,Hurricane_Ike,ike,2018,1,749,1322959,2026-01-29 19:40:23.281843,Q1 2018,3122270146.86,3122270146.86,9948233260000.0,3005239711.55,3400000000.0,573.0,2804.0,1084.0,975.0,475.0,5086586732.81,17807575634.24,111607280072530.7,3044488625.8500004,14716218870.79,2106.0,20.0,1327.0,300.0,43.0,1678.0,0.0,1592.0,0.0,63.0,265.0,5975.0,89.0,43.0,3812.0,98.0,774.0,47.0,3.0,494.0,0.0,219.0,9.0,472.0,0.0,85.0,373,744,373
412,wf1-2018-q1.pdf,Wildfire_I,wf1,2018,1,24,65882,2026-01-29 19:45:35.411202,Q1 2018,31319686.0,31319686.0,3759796.29,595653.7,6263937200000.0,18.0,80.0,34.0,29.0,20.0,113673221.5,59944450.2,12545788.36,1043275.96,6263948854002.33,111.0,2.0,48.0,0.0,0.0,13.0,1.0,82.0,0.0,8.0,7.0,198.0,5.0,1.0,215.0,4.0,122.0,1.0,0.0,18.0,0.0,22.0,0.0,48.0,0.0,2.0,10,20,10
28,f15-2018-q2.pdf,2015_Floods,f15,2018,2,57,116616,2026-01-29 18:39:49.889877,Q2 2018,74568000.0,50696000.0,5003006.0,49216.65,315609790.0,43.0,231.0,89.0,69.0,64.0,188574859.26,76782446.32,21546861.98,49216.65,824511232.89,292.0,2.0,93.0,1.0,2.0,45.0,3.0,19.0,0.0,2.0,4.0,506.0,0.0,4.0,247.0,56.0,33.0,0.0,2.0,7.0,0.0,4.0,0.0,11.0,0.0,3.0,28,54,28
57,f16-2018-q2.pdf,2016_Floods,f16,2018,2,6,35087,2026-01-29 18:41:16.949486,Q2 2018,238895000.0,227072600.0,818417.0,110627.91,559991968.0,3.0,28.0,5.0,5.0,23.0,272272600.0,250597928.64,929044.91,166666.91,1657462505.82,16.0,0.0,25.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,78.0,1.0,3.0,47.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,3,2
279,ike-2018-q2.pdf,Hurricane_Ike,ike,2018,2,751,1173188,2026-01-29 19:40:24.301882,Q2 2018,39621583060000.0,3113472856.0,9119944970000.0,2680823300.43,3400000000.0,564.0,3063.0,830.0,1066.0,1194.0,39626446058120.66,6474353873.37,80327684054641.73,2694353754.99,8715262502.62,2550.0,3.0,1477.0,304.0,58.0,1702.0,1.0,1543.0,0.0,27.0,269.0,6858.0,89.0,43.0,4371.0,120.0,799.0,49.0,0.0,502.0,0.0,217.0,8.0,579.0,0.0,63.0,373,747,373
413,wf1-2018-q2.pdf,Wildfire_I,wf1,2018,2,23,65383,2026-01-29 19:45:35.475902,Q2 2018,31319686.0,31319686.0,3765653.75,672686.4,6263937200000.0,19.0,89.0,34.0,30.0,19.0,144726499.64,68467222.26,13803091.13,1137635.07,6263952003897.89,120.0,2.0,44.0,0.0,0.0,13.0,1.0,82.0,0.0,7.0,7.0,201.0,5.0,1.0,207.0,5.0,120.0,1.0,0.0,18.0,0.0,21.0,0.0,48.0,0.0,5.0,10,20,10
29,f15-2018-q3.pdf,2015_Floods,f15,2018,3,50,88441,2026-01-29 18:39:51.249884,Q3 2018,74568000.0,50696000.0,2113840.0,24733011.05,315609790.0,37.0,197.0,85.0,55.0,66.0,232921349.20000002,72467753.01,18881405.31,45241078.39,837977015.26,180.0,3.0,76.0,3.0,4.0,27.0,3.0,32.0,0.0,1.0,6.0,447.0,1.0,16.0,252.0,11.0,22.0,6.0,3.0,2.0,0.0,2.0,0.0,31.0,0.0,0.0,26,47,26
58,f16-2018-q3.pdf,2016_Floods,f16,2018,3,22,56502,2026-01-29 18:41:17.606249,Q3 2018,238895000.0,227072600.0,11282319.24,421597.27,559991968.0,12.0,87.0,30.0,22.0,61.0,299853144.76,270976583.55,28530462.38,459406.2,1724623738.58,125.0,2.0,79.0,1.0,2.0,0.0,0.0,16.0,0.0,0.0,1.0,221.0,1.0,3.0,145.0,6.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,29.0,0.0,0.0,10,19,10
164,hh57m-2018-q3.pdf,Harvey_57M_Performance,hh57m,2018,3,9,32905,2026-01-29 18:45:10.709277,Q3 2018,57800000.0,57800000.0,289000.0,0.0,11560000.0,4.0,37.0,8.0,6.0,13.0,60690000.0,61008435.78,291675.98,0.0,24703351.96,13.0,0.0,18.0,8.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,89.0,1.0,2.0,42.0,7.0,5.0,2.0,0.0,1.0,0.0,3.0,0.0,5.0,1.0,1.0,3,5,3
243,hh5b-2018-q3.pdf,Harvey_5B_Performance,hh5b,2018,3,8,32076,2026-01-29 19:14:01.539533,Q3 2018,5024215000.0,5024215000.0,5000000.0,0.0,1004843000.0,3.0,25.0,5.0,3.0,15.0,5063104619.6,5034707919.91,6124184.7,0.0,2263992029.94,27.0,0.0,17.0,10.0,0.0,0.0,1.0,12.0,0.0,1.0,1.0,61.0,1.0,2.0,46.0,13.0,4.0,1.0,0.0,1.0,0.0,3.0,0.0,5.0,1.0,2.0,2,4,2
280,ike-2018-q3.pdf,Hurricane_Ike,ike,2018,3,770,1126078,2026-01-29 19:40:25.329665,Q3 2018,3122270146.86,3113472856.0,7358489590000.0,2767175.56,3400000000.0,573.0,3227.0,1124.0,1007.0,802.0,4937711612.22,6976079030.83,37194768985763.86,15749286.85,11184238298.039999,2378.0,6.0,1448.0,327.0,71.0,1781.0,0.0,1586.0,0.0,33.0,260.0,6780.0,101.0,70.0,3973.0,61.0,907.0,39.0,0.0,523.0,0.0,221.0,11.0,709.0,0.0,71.0,383,766,383
414,wf1-2018-q3.pdf,Wildfire_I,wf1,2018,3,23,60495,2026-01-29 19:45:35.537147,Q3 2018,31319686.0,31319686.0,1136486450000.0,4734.29,6263937200000.0,18.0,89.0,34.0,29.0,18.0,113720228.31,66316296.69,1136495914336.27,9057.119999999999,6263951997947.85,109.0,2.0,47.0,0.0,0.0,13.0,1.0,82.0,0.0,7.0,7.0,199.0,4.0,1.0,202.0,2.0,118.0,1.0,0.0,18.0,0.0,21.0,0.0,49.0,0.0,2.0,10,20,10
1,15f-2018-q4.pdf,2015_Floods,15f,2018,4,42,79176,2026-01-29 18:39:00.210444,Q4 2018,74568000.0,74568000.0,2932858.0,6764813.81,315609790.0,39.0,181.0,64.0,56.0,75.0,215304426.98,136120587.77,5539333.14,7250193.279999999,837878360.35,205.0,0.0,62.0,2.0,4.0,32.0,6.0,29.0,0.0,0.0,9.0,419.0,0.0,15.0,211.0,18.0,38.0,3.0,0.0,4.0,0.0,3.0,0.0,24.0,0.0,0.0,21,39,21
59,f16-2018-q4.pdf,2016_Floods,f16,2018,4,53,92219,2026-01-29 18:41:18.977212,Q4 2018,238895000.0,238895000.0,7283986.33,32705905.55,559991968.0,40.0,232.0,70.0,71.0,88.0,372853644.14,304648374.06,34677745.980000004,33055711.14,1703838492.75,203.0,9.0,111.0,0.0,2.0,0.0,3.0,15.0,0.0,2.0,1.0,507.0,2.0,3.0,290.0,18.0,10.0,1.0,8.0,0.0,0.0,1.0,0.0,89.0,0.0,10.0,27,49,27
165,hh57m-2018-q4.pdf,Harvey_57M_Performance,hh57m,2018,4,9,32991,2026-01-29 18:45:10.994821,Q4 2018,57800000.0,57800000.0,42596288.0,43465600.0,11560000.0,7.0,42.0,13.0,7.0,13.0,106176288.0,145331735.76,42603996.28,43465600.0,25573842.12,12.0,0.0,18.0,8.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,90.0,1.0,2.0,42.0,7.0,5.0,2.0,0.0,1.0,0.0,3.0,0.0,6.0,1.0,1.0,3,5,3
216,h5b-2018-q4.pdf,Harvey_5B_Performance,h5b,2018,4,8,32132,2026-01-29 19:06:09.832887,Q4 2018,5024215000.0,5024215000.0,15000000.0,15500000.0,1004843000.0,6.0,27.0,6.0,5.0,18.0,5259981467.46,5069295453.4,23734092.69,15500000.0,2444035566.26,26.0,0.0,18.0,9.0,0.0,1.0,1.0,14.0,0.0,1.0,1.0,62.0,1.0,2.0,44.0,13.0,4.0,1.0,0.0,1.0,0.0,3.0,0.0,5.0,1.0,2.0,2,4,2
281,ike-2018-q4.pdf,Hurricane_Ike,ike,2018,4,660,969635,2026-01-29 19:40:26.230910,Q4 2018,3122270146.86,3113472856.0,8254577370000.0,2961870.14,3400000000.0,480.0,2722.0,962.0,896.0,585.0,4662792540.02,6070118803.06,86527490121266.86,13573880.76,9852149015.74,2155.0,12.0,1242.0,281.0,69.0,1774.0,0.0,1315.0,0.0,40.0,256.0,5686.0,79.0,64.0,3438.0,70.0,748.0,37.0,2.0,473.0,0.0,183.0,6.0,546.0,0.0,70.0,328,656,328
415,wf1-2018-q4.pdf,Wildfire_I,wf1,2018,4,28,61672,2026-01-29 19:45:35.611820,Q4 2018,31319686.0,31319686.0,3766650450000.0,194562.6,6263937200000.0,22.0,113.0,35.0,37.0,23.0,142930637.02,93223656.71000001,5193305104746.37,270999.74,6263953241787.85,129.0,2.0,54.0,0.0,0.0,50.0,2.0,89.0,0.0,7.0,9.0,239.0,4.0,1.0,246.0,2.0,139.0,3.0,0.0,68.0,0.0,21.0,0.0,57.0,0.0,6.0,12,25,12
30,f15-2019-q1.pdf,2015_Floods,f15,2019,1,67,111969,2026-01-29 18:39:52.939840,Q1 2019,74568000.0,74568000.0,74568000.0,10723057.76,315609790.0,56.0,282.0,103.0,77.0,84.0,247094618.85,122124071.62,87014691.59,11423698.62,829701150.48,280.0,3.0,85.0,2.0,5.0,50.0,6.0,51.0,0.0,4.0,9.0,618.0,1.0,19.0,333.0,29.0,57.0,4.0,3.0,10.0,0.0,5.0,0.0,42.0,0.0,1.0,33,63,33
60,f16-2019-q1.pdf,2016_Floods,f16,2019,1,21,50967,2026-01-29 18:41:19.609032,Q1 2019,238895000.0,238895000.0,238895000.0,32566058.0,559991968.0,16.0,92.0,40.0,28.0,73.0,325731361.84,429123789.94,274490434.39,33423116.88,1850386939.81,167.0,0.0,83.0,0.0,2.0,10.0,3.0,22.0,0.0,0.0,4.0,249.0,1.0,3.0,119.0,6.0,16.0,2.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,10,17,10
217,h5b-2019-q1.pdf,Harvey_5B_Performance,h5b,2019,1,10,36808,2026-01-29 19:06:10.138478,Q1 2019,5024215000.0,4500000000000.0,105000000.0,18000000.0,1004843000.0,8.0,44.0,10.0,5.0,27.0,5441425000.0,4500503532635.08,168637786.82,18000000.0,2491847243.03,28.0,0.0,29.0,10.0,0.0,0.0,1.0,33.0,0.0,1.0,1.0,104.0,2.0,2.0,76.0,15.0,7.0,1.0,0.0,1.0,0.0,5.0,0.0,6.0,1.0,3.0,4,6,4
282,ike-2019-q1.pdf,Hurricane_Ike,ike,2019,1,578,870641,2026-01-29 19:40:26.999788,Q1 2019,3122270146.86,3113472856.0,16859282379999.998,2172811.08,3400000000.0,411.0,2344.0,841.0,761.0,619.0,4515449744.31,6103414408.13,65703858886403.07,16655723.54,10153768118.42,1641.0,5.0,1085.0,242.0,35.0,1489.0,0.0,1129.0,0.0,27.0,209.0,5019.0,69.0,61.0,3125.0,53.0,623.0,27.0,0.0,429.0,0.0,179.0,6.0,490.0,0.0,60.0,286,574,286
416,wf1-2019-q1.pdf,Wildfire_I,wf1,2019,1,29,62088,2026-01-29 19:45:35.682731,Q1 2019,31319686.0,31319686.0,3766705.41,534.92,6263937200000.0,22.0,109.0,36.0,33.0,20.0,142930215.42000002,91848695.85,15579907.06,1084.81,6263952155195.89,125.0,2.0,62.0,0.0,1.0,50.0,2.0,87.0,0.0,5.0,9.0,241.0,6.0,1.0,251.0,3.0,136.0,2.0,0.0,68.0,0.0,22.0,0.0,51.0,0.0,6.0,12,25,12
31,f15-2019-q2.pdf,2015_Floods,f15,2019,2,65,112071,2026-01-29 18:39:54.672540,Q2 2019,74568000.0,74568000.0,1068740169999.9999,206610.0,315609790.0,51.0,280.0,98.0,79.0,91.0,252189196.07,109166039.07,1068742034197.9299,462098.99,857952685.38,322.0,0.0,94.0,1.0,3.0,45.0,6.0,39.0,0.0,3.0,3.0,610.0,1.0,3.0,301.0,46.0,58.0,3.0,3.0,7.0,0.0,4.0,0.0,47.0,0.0,1.0,33,62,33
61,f16-2019-q2.pdf,2016_Floods,f16,2019,2,58,100340,2026-01-29 18:41:21.164168,Q2 2019,238895000.0,238895000.0,24325010.0,216434.1,559991968.0,61.0,213.0,85.0,79.0,95.0,426269725.84,341726260.33,33096388.83,452596.05,2022568136.53,359.0,1.0,117.0,0.0,3.0,27.0,3.0,46.0,0.0,2.0,5.0,557.0,2.0,3.0,324.0,8.0,33.0,1.0,4.0,0.0,0.0,1.0,0.0,62.0,0.0,1.0,29,54,29
166,hh57m-2019-q2.pdf,Harvey_57M_Performance,hh57m,2019,2,20,47507,2026-01-29 18:45:11.509513,Q2 2019,57800000.0,57800000.0,3722605.14,166464.62,46763028.86,15.0,68.0,29.0,26.0,27.0,79463283.14,112151463.23,12329888.94,453398.78,73053192.17999999,46.0,1.0,33.0,9.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,181.0,2.0,2.0,91.0,10.0,6.0,2.0,0.0,1.0,0.0,3.0,0.0,10.0,1.0,2.0,9,16,9
218,h5b-2019-q2.pdf,Harvey_5B_Performance,h5b,2019,2,332,432277,2026-01-29 19:06:19.727607,Q2 2019,5024215000.0,321278580.0,1340499550000.0,10924500.0,3215497600.0,196.0,1309.0,509.0,468.0,251.0,8066489944.96,5077588216.58,1345174746553.92,13945788.95,9586164552.25,665.0,5.0,335.0,32.0,1.0,5.0,1.0,121.0,0.0,40.0,33.0,2751.0,3.0,6.0,1719.0,106.0,53.0,1.0,211.0,18.0,0.0,5.0,0.0,54.0,1.0,55.0,171,328,171
283,ike-2019-q2.pdf,Hurricane_Ike,ike,2019,2,1848,2848622,2026-01-29 19:40:29.536233,Q2 2019,3122270146.86,3122270146.86,9622673290000.0,2804583262.72,3400000000.0,1390.0,7107.0,1994.0,2793.0,2319.0,5447574298.71,13173222454.65,177476990614928.06,2835626895.1099997,8751434167.98,7598.0,5.0,4299.0,850.0,152.0,4777.0,1.0,3950.0,0.0,48.0,732.0,15883.0,174.0,156.0,10373.0,265.0,1887.0,78.0,0.0,1651.0,0.0,577.0,22.0,1007.0,1.0,169.0,914,1844,914
417,wf1-2019-q2.pdf,Wildfire_I,wf1,2019,2,30,63659,2026-01-29 19:45:35.754149,Q2 2019,31319686.0,22500000000.0,3766834.82,623.41,6263937200000.0,22.0,130.0,37.0,34.0,25.0,147972248.55,22595372628.86,15767135.03,1011.63,6263978405527.79,143.0,2.0,58.0,0.0,0.0,50.0,2.0,87.0,0.0,5.0,9.0,259.0,6.0,1.0,247.0,2.0,135.0,2.0,0.0,68.0,0.0,21.0,0.0,51.0,0.0,7.0,13,27,13
32,f15-2019-q3.pdf,2015_Floods,f15,2019,3,56,102533,2026-01-29 18:39:56.319654,Q3 2019,74568000.0,74568000.0,1339243.0,395935.38,315609790.0,53.0,223.0,88.0,68.0,87.0,251806357.38,113102566.5,6328258.15,1219332.72,823974604.62,273.0,1.0,91.0,2.0,4.0,41.0,6.0,28.0,0.0,1.0,5.0,539.0,5.0,6.0,272.0,39.0,65.0,5.0,1.0,9.0,0.0,4.0,0.0,47.0,0.0,2.0,29,53,29
62,f16-2019-q3.pdf,2016_Floods,f16,2019,3,61,110534,2026-01-29 18:41:22.931551,Q3 2019,238895000.0,238895000.0,5000000.0,343232.62,559991968.0,60.0,254.0,94.0,72.0,95.0,410205563.94,358716398.79,36364270.2,699648.98,1646178952.32,437.0,1.0,144.0,0.0,4.0,51.0,3.0,46.0,0.0,1.0,13.0,596.0,1.0,3.0,322.0,34.0,64.0,3.0,4.0,1.0,0.0,1.0,0.0,48.0,0.0,2.0,32,58,32
167,hh57m-2019-q3.pdf,Harvey_57M_Performance,hh57m,2019,3,9,36425,2026-01-29 18:45:11.886806,Q3 2019,57800000.0,57800000.0,13039680.0,1489382.96,56930688.0,6.0,41.0,14.0,8.0,31.0,133712208.0,196832584.74,22527485.22,1489382.96,111102653.28,19.0,0.0,29.0,11.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,103.0,1.0,2.0,52.0,14.0,5.0,2.0,1.0,1.0,0.0,3.0,0.0,10.0,1.0,2.0,4,6,4
219,h5b-2019-q3.pdf,Harvey_5B_Performance,h5b,2019,3,128,216583,2026-01-29 19:06:23.954970,Q3 2019,5676390000.0,3.2127858e+17,2.102796108e+17,301031031.8,4.13431338e+17,121.0,681.0,264.0,147.0,1730.0,16697219677.86,3.212785896497714e+17,2.102884160208644e+17,387099147.74,7.45974287947332e+17,215.0,5.0,167.0,25.0,1.0,3.0,1.0,106.0,0.0,32.0,25.0,3083.0,5.0,2.0,1350.0,48.0,46.0,84.0,113.0,1.0,0.0,15.0,0.0,39.0,1.0,78.0,64,122,64
284,ike-2019-q3.pdf,Hurricane_Ike,ike,2019,3,690,1150238,2026-01-29 19:40:30.564896,Q3 2019,3122270146.86,3113472856.0,13594789160000.0,1742995.89,3400000000.0,509.0,2605.0,719.0,871.0,983.0,4613627186.440001,5480432077.17,87099160531434.55,11491973.0,8319117825.82,2473.0,2.0,1521.0,306.0,36.0,2154.0,1.0,1458.0,0.0,32.0,257.0,5811.0,82.0,82.0,4160.0,214.0,864.0,40.0,0.0,707.0,0.0,288.0,6.0,445.0,0.0,71.0,343,687,343
418,wf1-2019-q3.pdf,Wildfire_I,wf1,2019,3,23,56185,2026-01-29 19:45:35.815211,Q3 2019,31319686.0,31319686.0,3766893.02,3010.7,25138598.0,21.0,80.0,31.0,28.0,22.0,149932948.63,58880344.23,11285606.94,3185.2999999999997,35732467.9,94.0,2.0,47.0,0.0,0.0,47.0,2.0,37.0,0.0,6.0,9.0,205.0,5.0,1.0,212.0,2.0,123.0,3.0,0.0,68.0,0.0,21.0,0.0,47.0,0.0,3.0,10,20,10
2,15f-2019-q4.pdf,2015_Floods,15f,2019,4,123,191864,2026-01-29 18:39:03.457319,Q4 2019,74568000.0,74568000.0,1377880.83,446584.29,351220000000.0,111.0,514.0,186.0,166.0,153.0,295508480.44,159187900.38,10261934.62,1626514.6,352029594625.79,592.0,1.0,162.0,2.0,9.0,111.0,6.0,82.0,0.0,7.0,14.0,1153.0,4.0,13.0,659.0,67.0,102.0,7.0,12.0,11.0,0.0,6.0,0.0,96.0,0.0,2.0,63,120,63
34,16f-2019-q4.pdf,2016_Floods,16f,2019,4,127,202788,2026-01-29 18:40:03.217271,Q4 2019,238895000.0,238895000.0,4749919110000.0,490555.52,559991968.0,120.0,511.0,199.0,180.0,176.0,432630338.59,444899366.08,4749954874678.03,1967652.21,1667768686.3,896.0,4.0,228.0,0.0,3.0,107.0,3.0,99.0,0.0,3.0,19.0,1204.0,2.0,4.0,680.0,53.0,116.0,7.0,15.0,13.0,0.0,4.0,1.0,148.0,0.0,4.0,66,124,66
161,hh57m-ap-2019-q4.pdf,Harvey_57M_ActionPlan,hh57m-ap,2019,4,22,50473,2026-01-29 18:45:08.119965,Q4 2019,57800000.0,30425920.0,,,11155400.0,14.0,2.0,,,6.0,234251840.0,30425920.0,,,11155500.0,37.0,0.0,15.0,9.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,52.0,1.0,2.0,204.0,11.0,21.0,10.0,0.0,2.0,0.0,3.0,0.0,15.0,1.0,1.0,11,20,11
168,hh57m-2019-q4.pdf,Harvey_57M_Performance,hh57m,2019,4,9,35544,2026-01-29 18:45:12.235453,Q4 2019,57800000.0,57800000.0,3998856.71,44334912.0,57000000.0,7.0,47.0,12.0,11.0,27.0,121541840.0,178403869.77,11796756.16,44627339.9,82327209.74,20.0,0.0,26.0,9.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,105.0,1.0,2.0,53.0,10.0,5.0,2.0,1.0,1.0,0.0,3.0,0.0,11.0,1.0,2.0,4,6,4
189,hh57m-ap-2019-q4.pdf,Harvey_57M_Performance,hh57m-ap,2019,4,22,50473,2026-01-29 18:45:26.078407,Q4 2019,57800000.0,30425920.0,,,11155400.0,14.0,2.0,,,6.0,234251840.0,30425920.0,,,11155500.0,37.0,0.0,15.0,9.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,52.0,1.0,2.0,204.0,11.0,21.0,10.0,0.0,2.0,0.0,3.0,0.0,15.0,1.0,1.0,11,20,11
