category,disaster_code,year,quarter,n_documents,programs_total,programs_completed,programs_in_progress,programs_cancelled,program_completion_rate,program_duration_quarters_mean,program_duration_quarters_n_obs,sum_budget_usd,sum_obligated_usd,sum_drawdown_usd,sum_expended_usd,admin_activity_count,admin_activity_budget_usd,admin_activity_obligated_usd,admin_activity_drawdown_usd,admin_activity_expended_usd,outcome_persons_total_actual,outcome_persons_total_expected,outcome_households_total_actual,outcome_households_total_expected,outcome_owner_households_total_actual,outcome_owner_households_total_expected,outcome_renter_households_total_actual,outcome_renter_households_total_expected,outcome_jobs_created_total_actual,outcome_jobs_created_total_expected,outcome_jobs_retained_total_actual,outcome_jobs_retained_total_expected,outcome_housing_units_total_actual,outcome_housing_units_total_expected,severity_rainfall_inches_max,severity_wind_speed_mph_max,sem_signal_count,sem_signal_confidence_mean,admin_staff_count_sum,admin_staff_count_n_obs,admin_staff_count_confidence_mean,admin_payroll_usd_sum,admin_payroll_usd_n_obs,admin_payroll_usd_confidence_mean,affected_population_persons_sum,affected_population_persons_n_obs,affected_population_persons_confidence_mean,affected_population_households_sum,affected_population_households_n_obs,affected_population_households_confidence_mean,severity_deaths_count_sum,severity_deaths_count_n_obs,severity_deaths_count_confidence_mean,severity_economic_loss_usd_sum,severity_economic_loss_usd_n_obs,severity_economic_loss_usd_confidence_mean,severity_property_damage_usd_sum,severity_property_damage_usd_n_obs,severity_property_damage_usd_confidence_mean,severity_unmet_need_usd_sum,severity_unmet_need_usd_n_obs,severity_unmet_need_usd_confidence_mean
Harvey_5B_Performance,h5b,2023,4,1,243.0,1.0,242.0,0.0,0.00411522633744856,,0.0,3529486750.4,14742.179999999998,4448679876.87,138876418483248.58,3.0,246833794.0,0.0,246833794.0,233016724.01,,,,,,,,,,,,,,,2000.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_5B_Performance,h5b,2024,1,1,192.0,7.0,185.0,0.0,0.036458333333333336,,0.0,3342994398.81,8762.39,3.4241886821597274e+17,324208435433745.75,5.0,283819500.0,0.0,269349542.25,264939498.87,,,,,,,,,,,,,,,2000.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_5B_Performance,h5b,2024,2,1,241.0,11.0,230.0,0.0,0.04564315352697095,,0.0,3765122447.97,345600.2,3.4247285119580416e+17,41673700197394.49,5.0,283819500.0,0.0,275299025.03,270970596.47,,,,,,,,,,,,,,,2000.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_5B_Performance,h5b,2024,3,1,546.0,39.0,507.0,0.0,0.07142857142857142,,0.0,313459107.69,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2000.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_5B_Performance,h5b,2024,4,1,185.0,5.0,180.0,0.0,0.02702702702702703,,0.0,3713929084.96,13124631.51,25798969170650.9,21906648058370.49,3.0,257911842.44,0.0,257715320.69,248239923.27,,,,,,,,,,,,,,,2000.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_5B_Performance,h5b,2025,1,1,210.0,10.0,200.0,0.0,0.047619047619047616,,0.0,4246309023.8199997,1981655.14,134862679798806.61,481741043064844.3,3.0,262841049.95,0.0,266316785.16,250147716.95,,,,,,,,,,,,,,,2000.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_5B_Performance,h5b,2025,2,1,224.0,0.0,221.0,3.0,0.0,,0.0,4444164317.66,12621072.209999999,72921753321037.27,60746949892562.8,3.0,283140879.27,0.0,258526823.12,251783784.01999998,,,,,,,,,,,,,,,2000.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_5B_Performance,h5b,2025,3,1,249.0,22.0,227.0,0.0,0.08835341365461848,,0.0,3987408158.99,35214475.68,72921881688395.66,643366572682542.9,3.0,36985706.0,0.0,259459553.17,8376588810823.07,,,,,,,,,,,,,,,2000.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_5B_Performance,harveygrantperformance,2023,1,1,290.0,5.0,285.0,0.0,0.017241379310344827,,0.0,8047122425.58,11388432.53,1067263239339563.6,3507083080777053.0,5.0,567639000.0,0.0,283819500.0,3871374437709.47,,,,,,,,,,,,,,,2000.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvey_5B_Performance,hh5b,2018,3,1,2.0,0.0,2.0,0.0,0.0,,0.0,38889619.6,0.0,5500000.0,5373455.27,1.0,25121075.0,0.0,5000000.0,5000000.0,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2009,3,1,16.0,0.0,16.0,0.0,0.0,,0.0,17128856.0,0.0,16022416.78,16022416.78,4.0,56250.0,0.0,56250.0,56250.0,,,,,,,,,,,,,,,2008.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2009,4,1,356.0,0.0,356.0,0.0,0.0,,0.0,998976175.0,0.0,793044173.36,784031156.34,31.0,58480093.0,0.0,50418466.08,49985240.7,,,,,,,,,,,,,,,3193.0,,1.0,0.76,,,,,,,,,,4700.0,1.0,0.76,,,,,,,,,,,,
Hurricane_Ike,ike,2010,1,1,458.0,0.0,456.0,2.0,0.0,,0.0,1039531602.15,0.0,912592887.78,185033732.16,21.0,30087595.15,0.0,34688025.379999995,10077588.29,,,,,,,,,,,,,,,5115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2010,2,1,553.0,0.0,548.0,2.0,0.0,,0.0,1258122405.29,5457381.79,1108915734.63,260906327.52,21.0,55051515.15,1806127.6800000002,41768100.82,21983966.380000003,,,,,,,,,,,,,,,5115.0,145.0,2.0,0.75,2010.0,1.0,0.74,,,,,,,4700.0,1.0,0.76,,,,,,,,,,,,
Hurricane_Ike,ike,2010,3,1,636.0,0.0,626.0,1.0,0.0,,0.0,1320669274.63,8929940.91,994771754.23,374172730.92,31.0,54884550.0,1895144.94,41267673.67,19934339.87,,,,,,,,,,,,,,,5115.0,145.0,1.0,0.76,,,,,,,,,,4700.0,1.0,0.76,,,,,,,,,,,,
Hurricane_Ike,ike,2010,4,1,632.0,0.0,630.0,1.0,0.0,,0.0,1337129658.19,19323307.12,924146593.02,320263657.59000003,22.0,65737371.15,53504.759999999995,41256533.82,23650401.68,,,,,,,,,,,,,,,5115.0,,3.0,0.8133333333333334,,,,,,,,,,4700.0,1.0,0.76,,,,,,,,,,20229098.0,2.0,0.84
Hurricane_Ike,ike,2011,1,1,634.0,0.0,632.0,1.0,0.0,,0.0,1289629556.6,19346491.46,1020583692.49,235142322.51,21.0,65736371.15,2151700.44,30744413.8,26984186.61,,,,,,,,,,,,,,,5115.0,,2.0,0.84,,,,,,,,,,,,,,,,,,,,,,20229098.0,2.0,0.84
Hurricane_Ike,ike,2011,2,1,636.0,0.0,633.0,0.0,0.0,,0.0,1307134954.35,36341740.12,853578994.4,337641241.32,22.0,68788566.15,1043308.49,48909216.3,30991517.18,,,,,,,,,,,,,,,5115.0,,3.0,0.84,,,,,,,,,,,,,,,,,,,,,,40458196.0,3.0,0.84
Hurricane_Ike,ike,2011,3,1,640.0,1.0,634.0,0.0,0.0015625,,0.0,1105604122.23,35413845.4,1304891821.27,321038555.87,20.0,65630491.55,1754018.9100000001,65680721.15,34747900.69,,,,,,,,,,,,,,,5115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2011,4,1,789.0,0.0,716.0,0.0,0.0,,0.0,1236467822.94,49744445.91,1449118034.6200001,446891938.65,21.0,73923884.4,1087702.6400000001,67773540.57000001,41209993.550000004,,,,,,,,,,,,,,,5161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2012,1,1,810.0,0.0,738.0,0.0,0.0,,0.0,1266021131.95,31357872.310000002,1459049276.47,729452071.5500001,24.0,84189091.66,1616833.03,76233545.42,49370804.66,,,,,,,,,,,,,,,5161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2012,2,1,874.0,0.0,813.0,0.0,0.0,,0.0,1350799515.76,54012270.09,1447748516.15,653344433.89,24.0,68472774.26,2139272.13,69288405.89,44414865.54,,,,,,,,,,,,,,,5161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2012,3,1,1134.0,47.0,971.0,0.0,0.04144620811287478,,0.0,1492751938.75,46834018.24,1692861752.64,1024254880.99,21.0,84960533.28,4118375.81,85535243.7,62560262.13,,,,,,,,,,,,,,,5161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2012,4,1,1231.0,99.0,1087.0,0.0,0.08042242079610074,,0.0,1989660836.89,60811248.27,2193547840.33,1322819181.2,49.0,135385606.2,8063427.54,139015864.35999998,126268017.42,,,,,,,,,,,,,,,5161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2013,1,1,1113.0,87.0,1017.0,0.0,0.07816711590296496,,0.0,1964936185.02,32528217.17,2426938510.9,1504645267.67,40.0,151947687.53,4406445.08,170011830.44,92892863.07,,,,,,,,,,,,,,,5161.0,,1.0,0.78,,,,1000000000.0,1.0,0.78,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2013,2,1,1283.0,116.0,1139.0,0.0,0.09041309431021044,,0.0,2261311328.72,25193668.14,2794905559.53,1380740252.68,57.0,176344948.57,4422788.68,194556041.96,120800944.36999999,,,,,,,,,,,,,,,5161.0,,1.0,0.78,,,,1000000000.0,1.0,0.78,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2013,3,1,1194.0,171.0,1020.0,0.0,0.14321608040201006,,0.0,2354828164.34,40801697.71,2848501054.11,1293854040.56,33.0,118199039.76,6614592.4799999995,118408762.64999999,63313873.349999994,,,,,,,,,,,,,,,11210.0,120.0,1.0,0.78,,,,1000000000.0,1.0,0.78,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2013,4,1,1195.0,153.0,1039.0,0.0,0.1280334728033473,,0.0,2582931483.8,47163487.67,2963579794.11,1147494052.3700001,55.0,182660543.04999998,5370103.51,180683704.81,115446399.42999999,,,,,,,,,,,,,,,10000.0,120.0,2.0,0.81,,,,1000000000.0,1.0,0.78,,,,,,,,,,,,,,,,91000.0,1.0,0.84
Hurricane_Ike,ike,2014,1,1,1287.0,187.0,1097.0,0.0,0.1452991452991453,,0.0,2480840597.66,36359655.53,2959367466.58,1302381056.67,49.0,143707104.23,4228180.49,154898972.89,99175288.8,,,,,,,,,,,,,,,10000.0,120.0,1.0,0.78,,,,1000000000.0,1.0,0.78,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2014,2,1,1191.0,72.0,1102.0,0.0,0.060453400503778336,15.060322854715379,1177.0,1757000868.43,0.0,1246140038.92,889474021175508.5,,,,,,,,,,,,,,,,,,,,10000.0,120.0,9.0,0.73,,,,108618183400.6,9.0,0.73,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2014,3,1,1049.0,0.0,1043.0,0.0,0.0,,0.0,1548620651.29,58927857.99,2505315039.41,1154183301.56,25.0,135592331.04999998,4938980.4,118468557.53,102857973.80999999,,,,,,,,,,,,,,,11210.0,,1.0,0.78,,,,1000000000.0,1.0,0.78,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2014,4,1,1325.0,44.0,1241.0,10.0,0.03320754716981132,,0.0,1733877958.47,95129697.99,2884178148.2,1573943791.0,35.0,114797254.99000001,4915848.45,117727308.53,90064056.12,,,,,,,,,,,,,,,10000.0,120.0,1.0,0.78,,,,1000000000.0,1.0,0.78,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2015,1,1,1315.0,117.0,1157.0,14.0,0.08897338403041825,,0.0,1606814884.7,34455582.1,22591349989713.62,1710812055.23,22.0,113025026.99000001,4451595.29,117923043.97999999,87925152.91,,,,,,,,,,,,,,,10000.0,120.0,1.0,0.78,,,,1000000000.0,1.0,0.78,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2015,2,1,893.0,82.0,804.0,5.0,0.09182530795072788,,0.0,2286354493.09,53520762.78,2548924934.77,1677941769.33,13.0,103120642.08,3769265.66,103342210.08,77420020.6,0.0,45088.0,7060.0,16267.0,,,,,,,,,,,10000.0,120.0,1.0,0.78,,,,1000000000.0,1.0,0.78,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2015,3,1,976.0,170.0,803.0,1.0,0.17418032786885246,,0.0,2421117762.58,32945726.97,2713577131.78,1794624679.81,23.0,118938322.47999999,2821881.41,118747734.22999999,92737745.88,,,56378.0,8265.0,,,,,,,,,,,10000.0,120.0,1.0,0.78,,,,1000000000.0,1.0,0.78,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2015,4,1,942.0,228.0,692.0,22.0,0.24203821656050956,,0.0,2424433876.88,35276647.13,2261899244858.0996,1869655845.57,17.0,107375455.56,2094610.38,107375455.56,84489631.44999999,465549.0,465549.0,56498.0,8000.0,,,,,,,,,,,10000.0,120.0,1.0,0.78,,,,1000000000.0,1.0,0.78,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2016,1,1,755.0,124.0,615.0,16.0,0.16423841059602648,,0.0,1934131751.17,57257837.59,2406953634.69,1687341943.52,16.0,110659030.64,3185516.3499999996,101371529.38,91454470.69999999,586958.0,586958.0,53705.0,7565.0,,,,,,,,,,,5115.0,120.0,1.0,0.78,,,,1000000000.0,1.0,0.78,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2016,2,1,567.0,77.0,486.0,4.0,0.13580246913580246,,0.0,2106769397.02,42869022.44,2393874458.5099998,1744000516.18,25.0,113777822.95,2046630.19,113528548.64,96474768.9,364800.0,366692.0,56645.0,9902.0,,,,,,,,,,,5115.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2016,3,1,653.0,67.0,581.0,5.0,0.10260336906584992,,0.0,1961764344.07,30377406.66,11773421360814.26,1815918213.41,19.0,106174903.62,675533.85,106174903.62,89909578.57,682065.0,430535.0,57043.0,10376.0,,,,,,,,,,,5115.0,120.0,1.0,0.78,,,,1000000000.0,1.0,0.78,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2016,4,1,1208.0,618.0,577.0,13.0,0.5115894039735099,,0.0,2375128909.62,18722008.69,16084308541460.95,2058240841.4,38.0,132292278.61,459203.38,132292277.61,118623177.17,4976746.0,3317760.0,5682.0,6883.0,,,,,,,,,,,10000.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2017,1,1,635.0,364.0,265.0,5.0,0.573228346456693,,0.0,2025824028.8,17452780.19,2212307998.21,1780294948.19,21.0,122036923.49000001,257736.37000000002,111459246.21000001,99642295.88,3488691.0,2043461.0,6680.0,7699.0,,,,,,,,,,,5115.0,120.0,1.0,0.78,,,,1000000000.0,1.0,0.78,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2017,2,1,482.0,38.0,442.0,2.0,0.07883817427385892,,0.0,1836508313.04,16240119.63,2227253466.4,103564798157688.48,9.0,67409402.06,477311.96,56692933.03,1778339130645.12,8286.0,8303.0,7599.0,10179.0,,,,,,,,,,,5115.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2017,3,1,963.0,433.0,530.0,0.0,0.44963655244029077,,0.0,2273612356.16,11412987.78,2713864265.65,148922065303381.97,9.0,67024242.84,343051.24,56495718.15,53465457.05,4257992.0,2551577.0,12230.0,12250.0,,,,,,,,,,,77530.0,120.0,1.0,0.78,,,,1000000000.0,1.0,0.78,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2017,4,1,429.0,99.0,330.0,0.0,0.23076923076923078,,0.0,1798712898.57,39867295.35,1869863281.91,84127929662518.98,10.0,110360207.35999998,2057408.1600000001,109933769.27,95473178.44999999,1944.0,3806.0,7021.0,6968.0,,,,,,,,,,,4117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2018,1,1,373.0,34.0,339.0,0.0,0.09115281501340483,,0.0,1502428840.22,18035265.08,1775267376.76,111604591760688.34,5.0,64346916.67,2125107.4499999997,63911467.18,51762473.25,1944.0,3806.0,7210.0,6899.0,,,,,,,,,,,4117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2018,2,1,373.0,28.0,344.0,0.0,0.07506702412868632,,0.0,39622894777919.24,13484102.28,1745410356.68,80327611574658.45,8.0,68278629.16,2239053.17,67843179.67,2900626193042.91,0.0,44502.0,6871.0,8697.0,,,,,,,,,,,4117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2018,3,1,383.0,39.0,344.0,0.0,0.10182767624020887,,0.0,1365698588.5,15722093.75,1745170800.34,37194761163433.25,7.0,67552985.8,2767175.56,67089082.14,59807916.5,326843.0,64897.0,6399.0,6236.0,,,,,,,,,,,4117.0,,100.0,0.78,,,,49666.47,100.0,0.78,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2018,4,1,328.0,22.0,306.0,0.0,0.06707317073170732,,0.0,1256940197.15,13498707.0,1520447601.31,86527485713571.0,2.0,62924469.94,300649.99,62460566.28,56068567.989999995,294.0,1059.0,5066.0,4984.0,,,,,,,,,,,3278.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2019,1,1,286.0,13.0,273.0,0.0,0.045454545454545456,,0.0,1176583603.83,16655723.54,1380761305.68,65703852461444.5,4.0,66389993.3,1110679.78,65926089.64,57794975.190000005,293.0,582065.0,4064.0,4236.0,,,,,,,,,,,3278.0,,91.0,0.8986813186813187,,,,1000031897.69,91.0,0.8986813186813187,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2019,2,1,914.0,555.0,359.0,0.0,0.6072210065645515,,0.0,1768084262.92,30909707.47,2028638593.55,177476905778857.72,6.0,61497940.54,1482945.1,61033790.910000004,54706090.37,0.0,44502.0,7773.0,9999.0,,,,,,,,,,,10000.0,120.0,78.0,0.78,,,,25569.37,78.0,0.78,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2019,3,1,343.0,108.0,235.0,0.0,0.31486880466472306,,0.0,1178929742.84,11447331.36,1302067726.01,87099160530023.31,4.0,63999985.14,139485.67,63535835.510000005,77946186566.21,0.0,4528.0,2664.0,4269.0,,,,,,,,,,,3278.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2019,4,1,199.0,6.0,193.0,0.0,0.03015075376884422,,0.0,749135010.43,10331026.25,3261824474077.42,31701689487267.23,3.0,60036649.17,981758.83,59572499.54000001,54682069.839999996,0.0,4528.0,1819.0,3486.0,,,,,,,,,,,3278.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2020,1,1,173.0,6.0,167.0,0.0,0.03468208092485549,,0.0,899317674.44,5468386.87,958240673.84,29285115592940.15,2.0,59694834.4,292008.0,59230684.77,54632360.65,0.0,4512.0,2264.0,4182.0,,,,,,,,,,,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2020,2,1,146.0,2.0,144.0,0.0,0.0136986301369863,,0.0,955498239.61,2515833.57,1030956261.88,62889025003483.81,2.0,59971715.9,216568.11,59507566.27,54940302.04,74557.0,74359.0,2936.0,2534.0,,,,,,,,,,,416.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2020,3,1,172.0,3.0,169.0,0.0,0.01744186046511628,,0.0,682356472.98,2463497.6999999997,3273654141002.41,69515153976253.73,2.0,59971715.9,291074.66,59507566.27,55231376.699999996,104764.0,104764.0,1811.0,1476.0,,,,,,,,,,,630.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2020,4,1,152.0,3.0,20.0,0.0,0.019736842105263157,33.625,24.0,2088156.0,0.0,455641265.43,53463959116984.19,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,,,1.0,416.0,,15.0,0.9,,,,2772.95,15.0,0.9,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2021,1,1,133.0,14.0,119.0,0.0,0.10526315789473684,,0.0,1071224021.11,2779738.7,971156703.33,21611240298204.44,1.0,60066161.32,137166.04,55943059.9,55943059.9,0.0,16.0,3676.0,4231.0,,,,,,,,,,,576.63,,5.0,0.9,,,,81739.48,5.0,0.9,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2021,2,1,100.0,1.0,99.0,0.0,0.01,,0.0,540733631.67,3586820.1699999995,481429597.64,25896107004176.2,1.0,60066161.32,0.0,58641.07,56001700.97,981.0,783.0,337.0,334.0,,,,,,,,,,,576.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2021,3,1,84.0,0.0,84.0,0.0,0.0,,0.0,446193704.37,1868615.1,436218920.58,13823782810905.44,1.0,60066161.32,265061.24,265061.24,56266762.21,293.0,95.0,282.0,282.0,,,,,,,,,,,576.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2021,4,1,121.0,0.0,121.0,0.0,0.0,,0.0,482185156.64,7316496.89,587960837.44,59965415324484.85,1.0,60066161.32,0.0,143237.01,56409999.22,41239.0,41239.0,282.0,282.0,,,,,,,,,,,576.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2022,1,1,162.0,89.0,73.0,0.0,0.5493827160493827,,0.0,482651209.84000003,341567.25,545579344.88,52371996836481.87,1.0,60066161.32,0.0,67802.32,56477801.54,,,,,,,,,,,,,,,6653.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2022,2,1,211.0,107.0,104.0,0.0,0.5071090047393365,,0.0,758340996.46,2845783.08,597910245.9,55653439421993.58,1.0,60066161.32,0.0,56826562.31,56826562.31,,,,,,,,,,,,,,,3459.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2022,3,1,43.0,1.0,42.0,0.0,0.023255813953488372,,0.0,191462774.52,167515.4,215113818.31,7584587915825.09,1.0,60066161.32,0.0,170386.72,56996949.03,,,,,,,,,,,,,,,576.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2022,4,1,33.0,0.0,33.0,0.0,0.0,,0.0,287452564.41999996,89283.28000000001,297307950.84000003,1600101259171.3,1.0,60066161.32,0.0,72402.14,57069351.17,,,,,,,,,,,,,,,576.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2023,1,1,37.0,0.0,37.0,0.0,0.0,,0.0,219158695.55,89283.28000000001,247809503.27,19781886290369.97,1.0,60066161.32,0.0,117206.94,57186558.11,,,,,,,,,,,,,,,576.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2023,2,1,53.0,0.0,53.0,0.0,0.0,,0.0,346126815.42,114834.75000000001,208133973.47,1908782892704.58,1.0,60066161.32,0.0,77486.27,57264044.38,,,,,,,,,,,,,,,576.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2023,3,1,5.0,0.0,5.0,0.0,0.0,,0.0,167303272.98000002,523070.75,207588836.96,204555509.71,1.0,60066161.32,0.0,57348319.55,57390057.27,,,,,,,,,,,,,,,576.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2023,4,1,41.0,14.0,27.0,0.0,0.34146341463414637,,0.0,266147514.22,963735.63,165861794.75,27883849361019.22,1.0,55477517.74,0.0,137890.72,57486210.27,,,,,,,,,,,,,,,3278.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2024,1,1,67.0,47.0,20.0,0.0,0.7014925373134329,,0.0,193773179.99,898257.35,141262957.06,17044900703511.521,1.0,55477517.74,0.0,24280.85,57510491.12,,,,,,,,,,,,,,,576.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2024,2,1,40.0,0.0,40.0,0.0,0.0,,0.0,221057920.97,912827.64,155716807.91,21456005218497.77,,,,,,,,,,,,,,,,,,,,576.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2024,3,1,65.0,25.0,40.0,0.0,0.38461538461538464,,0.0,255351006.01,300473.67,223546139.15,28254792092646.43,1.0,55477517.74,0.0,103690.56,57614181.68,,,,,,,,,,,,,,,770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2024,4,1,33.0,4.0,29.0,0.0,0.12121212121212122,,0.0,222858363.03,277541.79,205508647.31,20528213601603.57,1.0,55477517.74,0.0,29351.49,57643533.17,,,,,,,,,,,,,,,576.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2025,1,1,36.0,2.0,34.0,0.0,0.05555555555555555,,0.0,475976858.78000003,26996292.72,110862547.23,3798926299919.3096,1.0,55477517.74,0.0,70571.73,57714104.9,,,,,,,,,,,,,,,576.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2025,2,1,23.0,1.0,22.0,0.0,0.043478260869565216,,0.0,276081186.63,918677.86,161086002.16,12303396873245.93,2.0,55477517.74,0.0,327972.12,58034455.42,,,,,,,,,,,,,,,576.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Ike,ike,2025,3,1,29.0,0.0,29.0,0.0,0.0,,0.0,228717720.03,1084321.84,75430761.07000001,9487355711014.54,1.0,55477517.74,0.0,30613.53,57776137.55,,,,,,,,,,,,,,,576.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Rita1,rita1,2011,3,1,83.0,68.0,13.0,2.0,0.8192771084337349,,0.0,45698159.800000004,282643.83999999997,46262748.18,45555843.68,1.0,506906.76,0.0,506906.76,506906.76,,,,,,,,,,,,,,,2088.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Rita1,rita1,2011,4,1,47.0,28.0,16.0,3.0,0.5957446808510638,,0.0,42016113.36,10313.0,42586645.02,40864159.89,2.0,535778.76,0.0,535778.76,535778.76,,,,,,,,,,,,,,,2066.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Rita1,rita1,2012,1,1,54.0,42.0,12.0,0.0,0.7777777777777778,,0.0,35101871.49,142278.42,35444349.03,34029906.11,,,,,,,,,,,,,,,,,,,,2066.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Rita1,rita1,2012,2,1,30.0,17.0,11.0,2.0,0.5666666666666667,,0.0,40777651.43,207.91,41751146.34,40745585.56,3.0,2076268.74,0.0,2076268.74,2076268.74,,,,,,,,,,,,,,,2066.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Rita1,rita1,2012,3,1,7.0,4.0,3.0,0.0,0.5714285714285714,,0.0,29689042.67,1415.0,28947942.67,29655531.18,,,,,,,,,,,,,,,,,,,,2066.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Rita1,rita1,2012,4,1,9.0,7.0,2.0,0.0,0.7777777777777778,,0.0,32311789.650000002,0.0,32311789.650000002,32266823.650000002,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Hurricane_Rita1,rita1,2013,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
