activity_id,document_id,header_page,page_number,measure_raw,measure,canonical_measure,this_period,low_actual,low_expected,mod_actual,mod_expected,total_actual,total_expected,post1,post2,post3,lmi_percent
274:1107,274,1107,1108,Persons,persons,persons,0.0,0,0,85,85,107,107,0.0,0.0,79.44,
274:1109,274,1109,1110,Persons,persons,persons,0.0,0,0,495,495,1137,1137,0.0,0.0,43.54,1110.0
274:1111,274,1111,1112,Persons,persons,persons,0.0,0,0,495,495,1137,1137,0.0,0.0,43.54,1112.0
274:1113,274,1113,1114,Persons,persons,persons,0.0,0,0,495,495,1137,1137,0.0,0.0,43.54,1114.0
274:1115,274,1115,1116,Persons,persons,persons,0.0,0,0,223,223,546,546,0.0,0.0,40.84,
274:1123,274,1123,1124,Persons,persons,persons,4511.0,0,0,4511,4511,15661,15661,0.0,15661.0,28.8,1124.0
274:1126,274,1126,1127,Persons,persons,persons,337.0,0,0,337,337,1100,1100,0.0,1100.0,30.64,1127.0
274:1128,274,1128,1129,Persons,persons,persons,471.0,0,0,471,471,904,904,0.0,904.0,52.1,1129.0
274:1130,274,1130,1131,Persons,persons,persons,0.0,0,0,2975,2975,4461,4461,0.0,0.0,66.69,1131.0
274:1132,274,1132,1133,Persons,persons,persons,0.0,0,0,11831,11831,35934,35934,0.0,0.0,32.92,
274:1138,274,1138,1139,Persons,persons,persons,0.0,0,0,87,87,134,134,0.0,0.0,64.93,
274:1140,274,1140,1141,Persons,persons,persons,0.0,0,0,87,87,134,134,0.0,0.0,64.93,
274:1142,274,1142,1143,Persons,persons,persons,0.0,0,0,87,87,134,134,0.0,0.0,64.93,
274:1148,274,1148,1149,Persons,persons,persons,0.0,0,0,2696,2696,5149,5149,0.0,0.0,52.36,1149.0
274:1150,274,1150,1151,Persons,persons,persons,0.0,0,0,64,64,77,77,0.0,0.0,83.12,
274:1152,274,1152,1153,Persons,persons,persons,0.0,0,0,136,136,240,240,0.0,0.0,56.67,
274:1154,274,1154,1155,Persons,persons,persons,0.0,0,0,46,46,84,84,0.0,0.0,54.76,
274:1156,274,1156,1157,Persons,persons,persons,0.0,0,0,638,638,1213,1213,0.0,0.0,52.6,
274:1158,274,1158,1159,Persons,persons,persons,0.0,0,0,638,638,1213,1213,0.0,0.0,52.6,
274:1175,274,1175,1176,Households,households,households,0.0,36,36,111,111,147,147,0.0,0.0,100.0,
274:1178,274,1178,1179,Households,households,households,0.0,173,173,48,48,221,221,0.0,0.0,100.0,
274:1180,274,1180,1181,Households,households,households,0.0,0,0,0,0,136,136,0.0,0.0,0.0,
274:1182,274,1182,1183,Households,households,households,0.0,3,4,0,0,3,4,0.0,0.0,100.0,
274:1184,274,1184,1185,Households,households,households,0.0,0,0,0,2,1,2,0.0,0.0,0.0,
274:1188,274,1188,1189,Households,households,households,1.0,0,0,1,0,1,0,0.0,1.0,100.0,
274:1190,274,1190,1191,Households,households,households,4.0,0,0,4,0,199,245,0.0,4.0,2.01,
274:1192,274,1192,1193,Households,households,households,0.0,401,0,168,0,569,461,0.0,0.0,100.0,
274:1202,274,1202,1203,Households,households,households,31.0,423,750,240,0,663,750,9.0,40.0,100.0,
274:1204,274,1204,1205,Households,households,households,11.0,124,0,11,0,135,271,0.0,11.0,100.0,
274:1206,274,1206,1207,Households,households,households,0.0,376,376,224,224,600,625,0.0,0.0,100.0,
274:1208,274,1208,1209,Households,households,households,0.0,0,0,0,0,14,21,0.0,0.0,0.0,
274:1210,274,1210,1211,Households,households,households,0.0,40,32,37,43,77,75,0.0,0.0,100.0,
274:1220,274,1220,1221,Households,households,households,41.0,228,231,84,44,312,275,0.0,41.0,100.0,
274:1222,274,1222,1223,Households,households,households,83.0,689,687,172,96,861,783,0.0,83.0,100.0,
274:1224,274,1224,1225,Households,households,households,0.0,0,910,0,0,509,910,0.0,0.0,0.0,
274:1226,274,1226,1227,Households,households,households,0.0,79,77,41,42,120,126,0.0,0.0,100.0,
274:1228,274,1228,1229,Households,households,households,9.0,218,476,100,0,318,476,0.0,9.0,100.0,
274:1232,274,1232,1233,Households,households,households,0.0,73,0,40,110,113,110,0.0,0.0,100.0,
274:1234,274,1234,1235,Households,households,households,0.0,491,622,157,0,648,622,0.0,0.0,100.0,
274:1236,274,1236,1237,Persons,persons,persons,0.0,0,0,0,0,32,200,0.0,0.0,0.0,
274:1238,274,1238,1239,Households,households,households,0.0,161,0,56,201,217,201,0.0,0.0,100.0,
274:1240,274,1240,1241,Households,households,households,0.0,17,0,3,20,20,20,0.0,0.0,100.0,
274:1246,274,1246,1247,Households,households,households,0.0,0,0,0,294,284,294,0.0,0.0,0.0,
274:1248,274,1248,1249,Households,households,households,0.0,0,0,0,335,150,335,0.0,0.0,0.0,
274:1250,274,1250,1251,Households,households,households,70.0,0,0,70,150,150,150,0.0,70.0,46.67,
274:1252,274,1252,1253,Households,households,households,0.0,0,0,0,56,50,56,0.0,0.0,0.0,
274:1260,274,1260,1261,Households,households,households,52.0,0,0,52,52,52,52,0.0,52.0,100.0,
274:1262,274,1262,1263,Households,households,households,0.0,25,0,0,51,35,51,0.0,0.0,71.43,
274:1266,274,1266,1267,Households,households,households,0.0,0,0,0,51,8,51,0.0,0.0,0.0,
274:1268,274,1268,1269,Households,households,households,0.0,0,0,0,212,50,212,0.0,0.0,0.0,
274:1270,274,1270,1271,Households,households,households,0.0,12,0,0,12,12,12,0.0,0.0,100.0,
353:8,353,8,8,Households,households,households,0.0,14,0,1,19,15,19,0.0,0.0,100.0,
353:10,353,10,10,Households,households,households,0.0,43,43,6,6,49,49,0.0,0.0,100.0,
353:10,353,10,11,Persons,persons,persons,0.0,0,0,0,10000,35515,35619,0.0,0.0,0.0,
353:14,353,14,14,Persons,persons,persons,0.0,387674,500,0,500,387674,1000,0.0,0.0,100.0,
408:10,408,10,11,Households,households,households,0.0,2,0,4,6,6,6,0.0,0.0,100.0,
408:13,408,13,13,Households,households,households,0.0,14,0,9,28,23,28,0.0,0.0,100.0,
275:279,275,279,280,Persons,persons,persons,0.0,0,0,8286,8286,8286,8286,0.0,0.0,100.0,
275:326,275,326,327,Persons,persons,persons,0.0,0,0,0,9,0,16,0.0,0.0,0.0,
275:883,275,883,884,Households,households,households,0.0,0,0,4,0,199,245,0.0,0.0,2.01,
275:885,275,885,886,Households,households,households,0.0,401,0,168,0,569,461,0.0,0.0,100.0,
275:887,275,887,888,Households,households,households,0.0,0,0,0,0,0,25,0.0,0.0,0.0,
275:889,275,889,890,Households,households,households,0.0,0,0,0,0,186,208,0.0,0.0,0.0,
275:891,275,891,892,Households,households,households,0.0,0,0,0,0,0,0,0.0,0.0,0.0,
275:893,275,893,894,Households,households,households,0.0,423,750,240,0,663,750,0.0,0.0,100.0,
275:895,275,895,896,Households,households,households,0.0,124,0,11,0,135,271,0.0,0.0,100.0,
275:897,275,897,898,Households,households,households,0.0,376,376,224,224,600,625,0.0,0.0,100.0,
275:899,275,899,900,Households,households,households,0.0,0,0,0,0,14,21,0.0,0.0,0.0,
275:901,275,901,902,Households,households,households,0.0,0,0,0,59,0,60,0.0,0.0,0.0,
275:903,275,903,904,Persons,persons,persons,0.0,0,0,0,1,0,1,0.0,0.0,0.0,
275:905,275,905,906,Households,households,households,0.0,0,0,0,0,0,384,0.0,0.0,0.0,
275:910,275,910,911,Households,households,households,0.0,0,0,0,10,0,10,0.0,0.0,0.0,
275:915,275,915,916,Households,households,households,0.0,0,910,0,0,509,910,0.0,0.0,0.0,
275:917,275,917,918,Households,households,households,0.0,79,77,41,42,120,126,0.0,0.0,100.0,
275:919,275,919,920,Households,households,households,0.0,218,476,100,0,318,476,0.0,0.0,100.0,
275:923,275,923,924,Households,households,households,6.0,79,0,46,110,125,110,6.0,12.0,100.0,
275:925,275,925,926,Households,households,households,0.0,491,622,157,0,648,622,0.0,0.0,100.0,
275:929,275,929,930,Households,households,households,0.0,161,0,56,201,217,201,0.0,0.0,100.0,
275:931,275,931,932,Households,households,households,0.0,17,0,3,20,20,20,0.0,0.0,100.0,
275:933,275,933,934,Households,households,households,0.0,496,0,261,775,757,775,0.0,0.0,100.0,
275:936,275,936,937,Households,households,households,0.0,8,8,12,12,20,20,0.0,0.0,100.0,
275:938,275,938,939,Households,households,households,0.0,0,0,0,230,0,230,0.0,0.0,0.0,
275:940,275,940,941,Households,households,households,0.0,0,0,0,294,284,294,0.0,0.0,0.0,
275:942,275,942,943,Households,households,households,698.0,0,0,698,200,698,200,0.0,698.0,100.0,
275:944,275,944,945,Households,households,households,0.0,0,0,0,335,150,335,0.0,0.0,0.0,
275:946,275,946,947,Households,households,households,0.0,0,0,0,70,0,70,0.0,0.0,0.0,
275:948,275,948,949,Households,households,households,340.0,0,0,410,150,410,150,0.0,260.0,100.0,
275:950,275,950,951,Households,households,households,6.0,0,0,6,56,56,56,0.0,6.0,10.71,
275:952,275,952,953,Households,households,households,102.0,0,0,102,102,102,102,0.0,102.0,100.0,
275:954,275,954,955,Households,households,households,0.0,0,0,0,384,0,384,0.0,0.0,0.0,
275:956,275,956,957,Households,households,households,0.0,0,0,52,52,52,52,0.0,0.0,100.0,
275:958,275,958,959,Households,households,households,19.0,25,0,19,51,54,51,0.0,19.0,81.48,
275:960,275,960,961,Households,households,households,0.0,0,0,0,408,0,408,0.0,0.0,0.0,
275:962,275,962,963,Households,households,households,0.0,0,0,0,51,8,51,0.0,0.0,0.0,
275:964,275,964,965,Households,households,households,210.0,0,0,210,212,241,212,0.0,191.0,87.14,
275:966,275,966,967,Households,households,households,12.0,12,0,12,12,24,12,0.0,12.0,100.0,
275:968,275,968,969,Households,households,households,138.0,0,0,138,103,138,103,0.0,138.0,100.0,
275:970,275,970,971,Households,households,households,0.0,0,0,0,208,0,208,0.0,0.0,0.0,
275:972,275,972,973,Households,households,households,0.0,0,100,0,0,0,100,0.0,0.0,0.0,
275:974,275,974,975,Households,households,households,0.0,0,0,0,110,0,211,0.0,0.0,0.0,
275:976,275,976,977,Households,households,households,0.0,0,0,0,148,0,148,0.0,0.0,0.0,
275:978,275,978,979,Households,households,households,169.0,0,0,169,169,282,282,0.0,282.0,59.93,
275:980,275,980,981,Households,households,households,0.0,0,0,0,200,0,200,0.0,0.0,0.0,
276:48,276,48,49,Persons,persons,persons,0.0,0,0,4066,4066,10771,10771,0.0,0.0,37.75,37.75
276:50,276,50,51,Persons,persons,persons,0.0,0,0,1683,1683,2955,2955,0.0,0.0,56.95,56.95
276:52,276,52,53,Persons,persons,persons,0.0,0,0,31419,31419,77429,77429,0.0,0.0,40.58,40.58
276:54,276,54,55,Persons,persons,persons,0.0,0,0,245,245,1349,1349,0.0,0.0,18.16,55.0
276:56,276,56,57,Persons,persons,persons,0.0,0,0,245,245,1349,1349,0.0,0.0,18.16,18.16
276:134,276,134,135,Persons,persons,persons,0.0,0,0,1823,1823,2866,2866,0.0,0.0,63.61,135.0
276:136,276,136,137,Persons,persons,persons,0.0,0,0,348,348,583,583,0.0,0.0,59.69,137.0
276:138,276,138,139,Persons,persons,persons,0.0,0,0,4578,4578,7893,7893,0.0,0.0,58.0,70.53
276:140,276,140,141,Persons,persons,persons,0.0,0,0,1019,1019,1884,1884,0.0,0.0,54.09,141.0
276:142,276,142,143,Persons,persons,persons,0.0,0,0,11412,11412,18882,18882,0.0,0.0,60.44,143.0
276:144,276,144,145,Persons,persons,persons,0.0,0,0,517,517,1375,1375,0.0,0.0,37.6,37.6
276:146,276,146,147,Persons,persons,persons,0.0,0,0,1354,1354,2705,2705,0.0,0.0,50.06,147.0
276:148,276,148,149,Persons,persons,persons,0.0,0,0,412,412,1053,1053,0.0,0.0,39.13,39.13
276:150,276,150,151,Persons,persons,persons,0.0,0,0,3199,3199,6169,6169,0.0,0.0,51.86,55.69
276:152,276,152,153,Persons,persons,persons,0.0,0,0,252,252,306,306,0.0,0.0,82.35,
276:154,276,154,155,Persons,persons,persons,0.0,0,0,1019,1019,1884,1884,0.0,0.0,54.09,155.0
276:156,276,156,157,Persons,persons,persons,0.0,0,0,130,130,130,130,0.0,0.0,100.0,157.0
276:158,276,158,159,Persons,persons,persons,0.0,0,0,1354,1354,2705,2705,0.0,0.0,50.06,159.0
276:160,276,160,161,Persons,persons,persons,0.0,0,0,1362,1362,2348,2348,0.0,0.0,58.01,161.0
276:162,276,162,163,Persons,persons,persons,0.0,0,0,610,610,796,796,0.0,0.0,76.63,163.0
276:164,276,164,165,Persons,persons,persons,0.0,0,0,676,676,1387,1387,0.0,0.0,48.74,165.0
276:166,276,166,167,Persons,persons,persons,0.0,0,0,418,418,673,673,0.0,0.0,62.11,167.0
276:168,276,168,169,Persons,persons,persons,0.0,0,0,252,252,306,306,0.0,0.0,82.35,169.0
276:170,276,170,171,Persons,persons,persons,0.0,0,0,714,714,1784,1784,0.0,0.0,40.02,0.0
276:202,276,202,203,Persons,persons,persons,0.0,0,0,217,217,349,349,0.0,0.0,62.18,62.18
276:204,276,204,205,Persons,persons,persons,0.0,0,0,9352,9352,14768,14768,0.0,0.0,63.33,63.33
276:208,276,208,209,Persons,persons,persons,0.0,0,0,2137,2137,3855,3855,0.0,0.0,55.43,55.43
276:210,276,210,211,Persons,persons,persons,0.0,0,0,2408,2408,3351,3351,0.0,0.0,71.86,0.0
276:212,276,212,213,Persons,persons,persons,0.0,0,0,2408,2408,3351,3351,0.0,0.0,71.86,0.0
276:214,276,214,215,Persons,persons,persons,0.0,0,0,2408,2408,3351,3351,0.0,0.0,71.86,71.9
276:216,276,216,217,Persons,persons,persons,0.0,0,0,2408,2408,3351,3351,0.0,0.0,71.86,71.86
276:218,276,218,219,Persons,persons,persons,0.0,0,0,8720,8720,14342,14342,0.0,0.0,60.8,39.88
276:220,276,220,221,Persons,persons,persons,0.0,0,0,10867,10867,18289,18289,0.0,0.0,59.42,59.42
276:222,276,222,223,Persons,persons,persons,0.0,0,0,9105,9105,16994,16994,0.0,0.0,53.58,42.46
276:224,276,224,225,Persons,persons,persons,0.0,0,0,5857,5857,16017,16017,0.0,0.0,36.57,225.0
276:226,276,226,227,Persons,persons,persons,0.0,0,0,5857,5857,16017,16017,0.0,0.0,36.57,227.0
276:228,276,228,229,Persons,persons,persons,0.0,0,0,3493,3493,5325,5325,0.0,0.0,65.6,65.6
276:230,276,230,231,Persons,persons,persons,0.0,0,0,1486,1486,2044,2044,0.0,0.0,72.7,66.55
276:232,276,232,233,Persons,persons,persons,0.0,0,0,764,764,1283,1283,0.0,0.0,59.55,233.0
276:234,276,234,235,Persons,persons,persons,0.0,0,0,995,995,1549,1549,0.0,0.0,64.23,235.0
276:314,276,314,315,Persons,persons,persons,0.0,0,0,1887,1887,2996,2996,0.0,0.0,62.98,62.98
276:316,276,316,317,Persons,persons,persons,0.0,0,0,1509,1509,2209,2209,0.0,0.0,68.31,317.0
276:374,276,374,375,Persons,persons,persons,0.0,0,0,5402,5402,7339,7339,0.0,0.0,73.61,
276:388,276,388,389,Persons,persons,persons,0.0,0,0,3698,3698,6211,6211,0.0,0.0,59.54,
276:390,276,390,391,Persons,persons,persons,0.0,0,0,3698,3698,6211,6211,0.0,0.0,59.54,
276:392,276,392,393,Persons,persons,persons,0.0,0,0,63643,63643,93590,93590,0.0,0.0,68.0,393.0
276:394,276,394,395,Persons,persons,persons,0.0,0,0,12395,12395,19744,19744,0.0,0.0,62.78,395.0
276:396,276,396,397,Persons,persons,persons,0.0,0,0,12254,12254,19226,19226,0.0,0.0,63.74,397.0
276:398,276,398,399,Persons,persons,persons,0.0,0,0,1555,1555,3688,3688,0.0,0.0,42.16,399.0
276:400,276,400,401,Persons,persons,persons,0.0,0,0,3633,3633,7597,7597,0.0,0.0,47.82,47.82
276:402,276,402,403,Persons,persons,persons,0.0,0,0,3633,3633,7597,7597,0.0,0.0,47.82,47.82
276:404,276,404,405,Persons,persons,persons,0.0,0,0,12387,12387,31380,31380,0.0,0.0,39.47,39.82
276:406,276,406,407,Persons,persons,persons,0.0,0,0,5330,5330,14747,14747,0.0,0.0,36.14,36.14
276:408,276,408,409,Persons,persons,persons,0.0,0,0,5330,5330,14747,14747,0.0,0.0,36.14,36.14
276:410,276,410,411,Persons,persons,persons,0.0,0,0,580,580,1447,1447,0.0,0.0,40.08,40.08
276:412,276,412,413,Persons,persons,persons,0.0,0,0,793,793,2053,2053,0.0,0.0,38.63,413.0
276:414,276,414,415,Persons,persons,persons,0.0,0,0,1568,1568,4841,4841,0.0,0.0,32.39,28.76
276:416,276,416,417,Persons,persons,persons,0.0,0,0,1694,1694,5047,5047,0.0,0.0,33.56,33.56
276:418,276,418,419,Persons,persons,persons,0.0,0,0,923,923,2513,2513,0.0,0.0,36.73,419.0
276:420,276,420,421,Persons,persons,persons,0.0,0,0,445,445,935,935,0.0,0.0,47.59,421.0
276:422,276,422,423,Persons,persons,persons,0.0,0,0,883,883,1976,1976,0.0,0.0,44.69,423.0
276:424,276,424,425,Persons,persons,persons,0.0,0,0,883,883,1976,1976,0.0,0.0,44.69,44.69
276:426,276,426,427,Persons,persons,persons,0.0,0,0,317,317,1018,1018,0.0,0.0,31.14,427.0
276:428,276,428,429,Persons,persons,persons,0.0,0,0,883,883,1976,1976,0.0,0.0,44.69,429.0
276:430,276,430,431,Persons,persons,persons,0.0,0,0,524,524,824,824,0.0,0.0,63.59,431.0
276:432,276,432,433,Persons,persons,persons,0.0,0,0,883,883,1976,1976,0.0,0.0,44.69,433.0
276:434,276,434,435,Persons,persons,persons,0.0,0,0,984,984,1300,1300,0.0,0.0,75.69,435.0
276:436,276,436,437,Persons,persons,persons,0.0,0,0,984,984,1300,1300,0.0,0.0,75.69,75.69
276:438,276,438,439,Persons,persons,persons,0.0,0,0,984,984,1300,1300,0.0,0.0,75.69,75.69
276:440,276,440,441,Persons,persons,persons,0.0,0,0,9321,9321,44896,44896,0.0,0.0,20.76,441.0
276:442,276,442,443,Persons,persons,persons,0.0,0,0,9321,9321,44896,44896,0.0,0.0,20.76,20.76
276:456,276,456,457,Persons,persons,persons,0.0,0,0,733,733,1645,1645,0.0,0.0,44.56,44.56
276:458,276,458,459,Persons,persons,persons,0.0,0,0,13,13,38,38,0.0,0.0,34.21,
276:460,276,460,461,Persons,persons,persons,0.0,0,0,998,998,1792,1792,0.0,0.0,55.69,
276:462,276,462,463,Persons,persons,persons,0.0,0,0,2696,2696,5149,5149,0.0,0.0,52.36,463.0
276:464,276,464,465,Persons,persons,persons,0.0,0,0,13,13,38,38,0.0,0.0,34.21,
276:466,276,466,467,Persons,persons,persons,0.0,0,0,8334,8334,13870,13870,0.0,0.0,60.09,60.09
276:468,276,468,469,Persons,persons,persons,0.0,0,0,8334,8334,13870,13870,0.0,0.0,60.09,60.09
276:470,276,470,471,Persons,persons,persons,0.0,0,0,8334,8334,13870,13870,0.0,0.0,60.09,471.0
276:472,276,472,473,Persons,persons,persons,0.0,0,0,3777,3777,24238,24238,0.0,0.0,15.58,15.58
276:474,276,474,475,Persons,persons,persons,0.0,0,0,17871,17871,34430,34430,0.0,0.0,51.91,51.91
276:476,276,476,477,Persons,persons,persons,0.0,0,0,162,162,625,625,0.0,0.0,25.92,11.99
276:478,276,478,479,Persons,persons,persons,0.0,0,0,100,100,1305,1305,0.0,0.0,7.66,7.7
276:480,276,480,481,Persons,persons,persons,0.0,0,0,104104,10410,292087,29208,0.0,0.0,35.64,481.0
276:482,276,482,483,Persons,persons,persons,0.0,0,0,586,586,2258,2258,0.0,0.0,25.95,25.95
276:484,276,484,485,Persons,persons,persons,0.0,0,0,586,586,2258,2258,0.0,0.0,25.95,25.95
276:486,276,486,487,Persons,persons,persons,0.0,0,0,586,586,2258,2258,0.0,0.0,25.95,25.95
276:489,276,489,490,Persons,persons,persons,0.0,0,0,586,586,2258,2258,0.0,0.0,25.95,25.95
276:491,276,491,492,Persons,persons,persons,0.0,0,0,3978,3978,8106,8106,0.0,0.0,49.07,49.07
276:493,276,493,494,Persons,persons,persons,0.0,0,0,306,306,579,579,0.0,0.0,52.85,52.85
276:495,276,495,496,Persons,persons,persons,0.0,0,0,4457,4457,6485,6485,0.0,0.0,68.73,
276:497,276,497,498,Persons,persons,persons,0.0,0,0,384,384,870,870,0.0,0.0,44.14,44.14
276:499,276,499,500,Persons,persons,persons,0.0,0,0,1056,1056,1056,1056,0.0,0.0,100.0,100.0
276:501,276,501,502,Persons,persons,persons,0.0,0,0,270,270,665,665,0.0,0.0,40.6,40.6
276:503,276,503,504,Persons,persons,persons,0.0,0,0,477,477,1272,1272,0.0,0.0,37.5,37.5
276:505,276,505,506,Persons,persons,persons,0.0,0,0,465,465,1488,1488,0.0,0.0,31.25,40.6
276:507,276,507,508,Persons,persons,persons,0.0,0,0,988,988,2991,2991,0.0,0.0,33.03,33.03
276:509,276,509,510,Persons,persons,persons,0.0,0,0,782,782,2365,2365,0.0,0.0,33.07,33.07
276:511,276,511,512,Persons,persons,persons,0.0,0,0,15159,15159,37691,37691,0.0,0.0,40.22,
276:513,276,513,514,Persons,persons,persons,0.0,0,0,16543,16543,41133,41133,0.0,0.0,40.22,40.22
276:515,276,515,516,Persons,persons,persons,0.0,0,0,2986,2986,4865,4865,0.0,0.0,61.38,61.38
276:517,276,517,518,Persons,persons,persons,0.0,0,0,1435,1435,2647,2647,0.0,0.0,54.21,518.0
276:519,276,519,520,Persons,persons,persons,0.0,0,0,1435,1435,2647,2647,0.0,0.0,54.21,54.21
276:521,276,521,522,Persons,persons,persons,0.0,0,0,5564,5564,8628,8628,0.0,0.0,64.49,64.49
276:523,276,523,524,Persons,persons,persons,0.0,0,0,5564,5564,8628,8628,0.0,0.0,64.49,524.0
276:525,276,525,526,Persons,persons,persons,0.0,0,0,5564,5564,8628,8628,0.0,0.0,64.49,64.49
276:527,276,527,528,Persons,persons,persons,0.0,0,0,5564,5564,8628,8628,0.0,0.0,64.49,64.49
276:529,276,529,530,Persons,persons,persons,0.0,0,0,25,25,33,33,0.0,0.0,75.76,
276:543,276,543,544,Persons,persons,persons,0.0,0,0,1823,1823,2833,2833,0.0,0.0,64.35,64.35
276:545,276,545,546,Persons,persons,persons,0.0,0,0,3135,3135,3998,3998,0.0,0.0,78.41,78.41
276:547,276,547,548,Persons,persons,persons,0.0,0,0,690,690,1065,1065,0.0,0.0,64.79,64.79
276:549,276,549,550,Persons,persons,persons,0.0,0,0,117,117,1016,1016,0.0,0.0,11.52,11.52
276:561,276,561,562,Persons,persons,persons,0.0,0,0,6615,6615,16237,16237,0.0,0.0,40.74,40.74
276:563,276,563,564,Persons,persons,persons,0.0,0,0,8115,8115,19295,19295,0.0,0.0,42.06,42.06
276:565,276,565,566,Persons,persons,persons,0.0,0,0,271,271,912,912,0.0,0.0,29.71,42.06
276:567,276,567,569,Persons,persons,persons,0.0,0,0,3768,3768,9319,9319,0.0,0.0,40.43,40.43
276:570,276,570,571,Persons,persons,persons,0.0,0,0,8115,8115,19295,19295,0.0,0.0,42.06,42.06
276:572,276,572,573,Persons,persons,persons,0.0,0,0,14289,14289,26935,26935,0.0,0.0,53.05,53.05
276:574,276,574,575,Persons,persons,persons,0.0,0,0,14289,14289,26935,26935,0.0,0.0,53.05,53.05
276:576,276,576,577,Persons,persons,persons,0.0,0,0,186,186,385,385,0.0,0.0,48.31,577.0
276:578,276,578,579,Persons,persons,persons,0.0,0,0,1112,1112,1913,1913,0.0,0.0,58.13,0.0
276:580,276,580,581,Persons,persons,persons,0.0,0,0,186,186,385,385,0.0,0.0,48.31,581.0
276:582,276,582,583,Persons,persons,persons,0.0,0,0,1112,1112,1913,1913,0.0,0.0,58.13,0.0
276:584,276,584,585,Persons,persons,persons,0.0,0,0,1112,1112,1913,1913,0.0,0.0,58.13,585.0
276:586,276,586,587,Persons,persons,persons,0.0,0,0,29,29,29,29,0.0,0.0,100.0,587.0
276:588,276,588,589,Persons,persons,persons,0.0,0,0,11530,11530,19004,19004,0.0,0.0,60.67,589.0
276:590,276,590,591,Persons,persons,persons,0.0,0,0,1112,1112,1913,1913,0.0,0.0,58.13,0.0
276:592,276,592,593,Persons,persons,persons,0.0,0,0,737,737,1008,1008,0.0,0.0,73.12,593.0
276:594,276,594,595,Persons,persons,persons,0.0,0,0,1169,1169,1989,1989,0.0,0.0,58.77,595.0
276:596,276,596,597,Persons,persons,persons,0.0,0,0,5564,5564,8628,8628,0.0,0.0,64.49,0.0
276:598,276,598,599,Persons,persons,persons,0.0,0,0,497,497,749,749,0.0,0.0,66.36,599.0
276:600,276,600,601,Persons,persons,persons,0.0,0,0,737,737,1008,1008,0.0,0.0,73.12,601.0
276:602,276,602,603,Persons,persons,persons,0.0,0,0,2893,2893,4036,4036,0.0,0.0,71.68,71.68
276:604,276,604,605,Persons,persons,persons,0.0,0,0,2893,2893,4036,4036,0.0,0.0,71.68,71.68
276:606,276,606,607,Persons,persons,persons,0.0,0,0,2893,2893,4036,4036,0.0,0.0,71.68,71.68
276:608,276,608,609,Persons,persons,persons,0.0,0,0,625,625,1006,1006,0.0,0.0,62.13,62.13
276:610,276,610,611,Persons,persons,persons,0.0,0,0,18,18,21,21,0.0,0.0,85.71,611.0
276:612,276,612,613,Persons,persons,persons,0.0,0,0,72059,72059,140680,14068,0.0,0.0,51.22,51.22
276:615,276,615,616,Persons,persons,persons,0.0,0,0,72059,72059,140680,14068,0.0,0.0,51.22,51.22
276:617,276,617,618,Persons,persons,persons,0.0,0,0,3752,3752,6770,6770,0.0,0.0,55.42,55.42
276:619,276,619,620,Persons,persons,persons,0.0,0,0,5233,5233,7998,7998,0.0,0.0,65.43,620.0
276:621,276,621,622,Persons,persons,persons,0.0,0,0,72059,72059,140680,14068,0.0,0.0,51.22,51.22
276:623,276,623,624,Persons,persons,persons,0.0,0,0,1924,1924,2589,2589,0.0,0.0,74.31,624.0
276:625,276,625,626,Persons,persons,persons,0.0,0,0,3256,3256,5702,5702,0.0,0.0,57.1,57.1
276:627,276,627,628,Persons,persons,persons,0.0,0,0,8070,8070,14726,14726,0.0,0.0,54.8,628.0
276:629,276,629,630,Persons,persons,persons,0.0,0,0,31531,31531,84966,84966,0.0,0.0,37.11,
276:631,276,631,632,Persons,persons,persons,0.0,0,0,1673,1673,5700,5700,0.0,0.0,29.35,29.35
276:633,276,633,634,Persons,persons,persons,0.0,0,0,31531,31531,84966,84966,0.0,0.0,37.11,37.11
276:635,276,635,636,Persons,persons,persons,0.0,0,0,102478,10247,236912,23691,0.0,0.0,43.26,27.8
276:637,276,637,638,Persons,persons,persons,0.0,0,0,8286,8286,8286,8286,0.0,0.0,100.0,
276:639,276,639,640,Persons,persons,persons,0.0,0,0,102478,10247,236912,23691,0.0,0.0,43.26,43.26
276:641,276,641,642,Persons,persons,persons,0.0,0,0,2108,2108,7531,7531,0.0,0.0,27.99,27.99
276:643,276,643,644,Persons,persons,persons,0.0,0,0,648,648,2324,2324,0.0,0.0,27.88,27.88
276:645,276,645,646,Persons,persons,persons,0.0,0,0,1019,1019,3841,3841,0.0,0.0,26.53,26.53
276:647,276,647,648,Persons,persons,persons,0.0,0,0,109,109,127,127,0.0,0.0,85.83,
276:649,276,649,650,Persons,persons,persons,0.0,0,0,1019,1019,3841,3841,0.0,0.0,26.53,26.53
276:652,276,652,653,Persons,persons,persons,0.0,0,0,1868,1868,5767,5767,0.0,0.0,32.39,32.27
276:659,276,659,660,Persons,persons,persons,0.0,0,0,57686,57686,132784,13278,0.0,0.0,43.44,34.04
276:661,276,661,662,Persons,persons,persons,0.0,0,0,44556,44556,103524,10352,0.0,0.0,43.04,43.04
276:663,276,663,664,Persons,persons,persons,0.0,0,0,102478,10247,236912,23691,0.0,0.0,43.26,664.0
276:665,276,665,666,Persons,persons,persons,0.0,0,0,102478,10247,236912,23691,0.0,0.0,43.26,29.09
276:688,276,688,689,Persons,persons,persons,0.0,0,0,2372,2372,9094,9094,0.0,0.0,26.08,26.08
