activity_id,document_id,header_page,page_number,measure_raw,measure,canonical_measure,this_period,low_actual,low_expected,mod_actual,mod_expected,total_actual,total_expected,post1,post2,post3,lmi_percent
273:1096,273,1096,1097,Persons,persons,persons,527.0,0,0,527,527,1162,1162,0.0,1162.0,45.35,
273:1098,273,1098,1099,Persons,persons,persons,527.0,0,0,527,527,1162,1162,0.0,1162.0,45.35,
273:1100,273,1100,1101,Persons,persons,persons,794.0,0,0,794,794,1646,1646,0.0,1646.0,48.24,
273:1102,273,1102,1103,Persons,persons,persons,794.0,0,0,794,794,1646,1646,0.0,1646.0,48.24,
273:1104,273,1104,1105,Persons,persons,persons,674.0,0,0,674,674,2455,2455,0.0,2455.0,27.45,27.45
273:1106,273,1106,1107,Persons,persons,persons,652.0,0,0,652,652,1296,1296,0.0,1296.0,50.31,50.31
273:1108,273,1108,1109,Persons,persons,persons,652.0,0,0,652,652,1296,1296,0.0,1296.0,50.31,1109.0
273:1110,273,1110,1111,Persons,persons,persons,76.0,0,0,76,76,76,76,0.0,76.0,100.0,
273:1112,273,1112,1113,Persons,persons,persons,112.0,0,0,112,112,112,112,0.0,112.0,100.0,
273:1114,273,1114,1115,Persons,persons,persons,49.0,0,0,49,49,49,49,0.0,49.0,100.0,
273:1116,273,1116,1117,Persons,persons,persons,118.0,0,0,118,118,118,118,0.0,118.0,100.0,
273:1118,273,1118,1119,Persons,persons,persons,3135.0,0,0,3135,3135,3998,3998,0.0,3998.0,78.41,78.41
273:1120,273,1120,1121,Persons,persons,persons,591.0,0,0,591,591,1149,1149,0.0,1149.0,51.44,
273:1122,273,1122,1123,Persons,persons,persons,591.0,0,0,591,591,1149,1149,0.0,1149.0,51.44,
273:1124,273,1124,1125,Persons,persons,persons,99.0,0,0,99,99,233,233,0.0,233.0,42.49,
273:1126,273,1126,1127,Persons,persons,persons,0.0,0,0,0,0,24,24,0.0,24.0,0.0,
273:1128,273,1128,1129,Persons,persons,persons,20009.0,0,0,20009,20009,40472,40472,0.0,40472.0,49.44,
273:1130,273,1130,1131,Persons,persons,persons,20009.0,0,0,20009,20009,40472,40472,0.0,40472.0,49.44,
273:1132,273,1132,1133,Persons,persons,persons,36.0,0,0,36,36,54,54,0.0,54.0,66.67,
273:1134,273,1134,1135,Persons,persons,persons,160.0,0,0,160,160,193,193,0.0,193.0,82.9,
273:1136,273,1136,1137,Persons,persons,persons,117.0,0,0,117,117,1016,1016,0.0,1016.0,11.52,11.52
273:1138,273,1138,1139,Persons,persons,persons,249.0,0,0,249,249,489,489,0.0,489.0,50.92,
273:1140,273,1140,1141,Persons,persons,persons,1514.0,0,0,1514,1514,2684,2684,0.0,2684.0,56.41,
273:1142,273,1142,1143,Persons,persons,persons,1514.0,0,0,1514,1514,2684,2684,0.0,2684.0,56.41,
273:1154,273,1154,1155,Persons,persons,persons,994.0,0,0,994,994,1918,1918,0.0,1918.0,51.82,
273:1156,273,1156,1157,Persons,persons,persons,994.0,0,0,994,994,1918,1918,0.0,1918.0,51.82,
273:1158,273,1158,1159,Persons,persons,persons,382.0,0,0,382,382,917,917,0.0,917.0,41.66,
273:1160,273,1160,1161,Persons,persons,persons,709.0,0,0,709,709,1363,1363,0.0,1363.0,52.02,
273:1162,273,1162,1163,Persons,persons,persons,33961.0,0,0,33961,33961,82582,82582,0.0,82582.0,41.12,
273:1164,273,1164,1165,Persons,persons,persons,699.0,0,0,699,699,2208,2208,0.0,2208.0,31.66,
273:1166,273,1166,1167,Persons,persons,persons,1842.0,0,0,1842,1842,4671,4671,0.0,4671.0,39.43,
273:1168,273,1168,1169,Persons,persons,persons,1036.0,0,0,1036,1036,2538,2538,0.0,2538.0,40.82,
273:1170,273,1170,1171,Persons,persons,persons,334.0,0,0,334,334,968,968,0.0,968.0,34.5,
273:1172,273,1172,1173,Persons,persons,persons,1507.0,0,0,1507,1507,3795,3795,0.0,3795.0,39.71,
273:1174,273,1174,1175,Persons,persons,persons,234.0,0,0,234,234,810,810,0.0,810.0,28.89,
273:1176,273,1176,1177,Persons,persons,persons,11831.0,0,0,11831,11831,23576,23576,0.0,23576.0,50.18,
273:1178,273,1178,1179,Persons,persons,persons,506.0,0,0,506,506,987,987,0.0,987.0,51.27,
273:1180,273,1180,1181,Persons,persons,persons,298.0,0,0,298,298,445,445,0.0,445.0,66.97,
273:1182,273,1182,1183,Persons,persons,persons,5267.0,0,0,5267,5267,11708,11708,0.0,11708.0,44.99,
273:1184,273,1184,1185,Persons,persons,persons,11401.0,0,0,11401,11401,28631,28631,0.0,28631.0,39.82,
273:1186,273,1186,1187,Persons,persons,persons,1015.0,0,0,1015,1015,1977,1977,0.0,1977.0,51.34,
273:1188,273,1188,1189,Persons,persons,persons,396.0,0,0,396,396,651,651,0.0,651.0,60.83,
273:1194,273,1194,1195,Persons,persons,persons,460.0,0,0,460,460,1495,1495,0.0,1495.0,30.77,1195.0
273:1196,273,1196,1197,Persons,persons,persons,144.0,0,0,144,144,219,219,0.0,219.0,65.75,1197.0
273:1198,273,1198,1199,Persons,persons,persons,295.0,0,0,295,295,743,743,0.0,743.0,39.7,1199.0
273:1200,273,1200,1201,Persons,persons,persons,3268.0,0,0,3268,3268,9643,9643,0.0,9643.0,33.89,
273:1202,273,1202,1203,Persons,persons,persons,0.0,0,0,29,29,29,29,0.0,0.0,100.0,1203.0
273:1204,273,1204,1205,Persons,persons,persons,0.0,0,0,1112,1112,1913,1913,0.0,0.0,58.13,0.0
273:1206,273,1206,1207,Persons,persons,persons,2893.0,0,0,2893,2893,4036,4036,0.0,4036.0,71.68,71.68
273:1208,273,1208,1209,Persons,persons,persons,2893.0,0,0,2893,2893,4036,4036,0.0,4036.0,71.68,71.68
273:1210,273,1210,1211,Persons,persons,persons,2893.0,0,0,2893,2893,4036,4036,0.0,4036.0,71.68,71.68
273:1212,273,1212,1213,Persons,persons,persons,241.0,0,0,241,241,568,568,0.0,568.0,42.43,
273:1216,273,1216,1217,Persons,persons,persons,1273.0,0,0,1273,1273,2242,2242,0.0,2242.0,56.78,56.78
273:1218,273,1218,1219,Persons,persons,persons,1273.0,0,0,1273,1273,2242,2242,0.0,2242.0,56.78,56.78
273:1220,273,1220,1221,Persons,persons,persons,1273.0,0,0,1273,1273,2242,2242,0.0,2242.0,56.78,1221.0
273:1222,273,1222,1223,Persons,persons,persons,9.0,0,0,9,9,16,16,0.0,16.0,56.25,1223.0
273:1224,273,1224,1225,Persons,persons,persons,663.0,0,0,663,663,963,963,0.0,963.0,68.85,68.85
273:1226,273,1226,1227,Persons,persons,persons,3.0,0,0,3,3,16,16,0.0,16.0,18.75,
273:1228,273,1228,1229,Persons,persons,persons,282.0,0,0,282,282,1074,1074,0.0,1074.0,26.26,26.26
273:1230,273,1230,1231,Persons,persons,persons,625.0,0,0,625,625,1006,1006,0.0,1006.0,62.13,62.13
273:1232,273,1232,1233,Persons,persons,persons,18.0,0,0,18,18,21,21,0.0,21.0,85.71,1233.0
273:1234,273,1234,1235,Persons,persons,persons,1435.0,0,0,1435,1435,3277,3277,0.0,3277.0,43.79,
273:1238,273,1238,1239,Persons,persons,persons,0.0,0,0,72059,72059,140680,14068,0.0,0.0,51.22,51.22
273:1240,273,1240,1241,Persons,persons,persons,0.0,0,0,3752,3752,6770,6770,0.0,0.0,55.42,55.42
273:1242,273,1242,1243,Persons,persons,persons,0.0,0,0,5233,5233,7998,7998,0.0,0.0,65.43,1243.0
273:1244,273,1244,1245,Persons,persons,persons,0.0,0,0,72059,72059,140680,14068,0.0,0.0,51.22,51.22
273:1246,273,1246,1247,Persons,persons,persons,0.0,0,0,1924,1924,2589,2589,0.0,0.0,74.31,1247.0
273:1248,273,1248,1249,Persons,persons,persons,0.0,0,0,3256,3256,5702,5702,0.0,0.0,57.1,57.1
273:1250,273,1250,1251,Persons,persons,persons,0.0,0,0,8070,8070,14726,14726,0.0,0.0,54.8,1251.0
273:1252,273,1252,1253,Persons,persons,persons,21.0,0,0,21,21,146,146,0.0,146.0,14.38,
273:1254,273,1254,1255,Persons,persons,persons,0.0,0,0,31531,31531,84966,84966,0.0,0.0,37.11,
273:1256,273,1256,1257,Persons,persons,persons,1778.0,0,0,1778,1778,4189,4189,0.0,4189.0,42.44,
273:1258,273,1258,1259,Persons,persons,persons,1778.0,0,0,1778,1778,4189,4189,0.0,4189.0,42.44,
273:1260,273,1260,1262,Persons,persons,persons,1778.0,0,0,1778,1778,4189,4189,0.0,4189.0,42.44,
273:1263,273,1263,1264,Persons,persons,persons,2661.0,0,0,2661,2661,8168,8168,0.0,8168.0,32.58,
273:1265,273,1265,1266,Persons,persons,persons,717.0,0,0,717,717,2563,2563,0.0,2563.0,27.98,
273:1267,273,1267,1268,Persons,persons,persons,271.0,0,0,271,271,811,811,0.0,811.0,33.42,1268.0
273:1269,273,1269,1270,Persons,persons,persons,2.0,0,0,2,2,2,2,0.0,2.0,100.0,
273:1271,273,1271,1272,Persons,persons,persons,320.0,0,0,320,320,521,521,0.0,521.0,61.42,61.42
273:1273,273,1273,1274,Persons,persons,persons,320.0,0,0,320,320,521,521,0.0,521.0,61.42,61.42
273:1275,273,1275,1276,Persons,persons,persons,102478.0,0,0,102478,10247,236912,23691,0.0,236912.0,43.26,27.8
273:1277,273,1277,1278,Persons,persons,persons,8286.0,0,0,8286,8286,8286,8286,0.0,8286.0,100.0,1278.0
273:1279,273,1279,1280,Persons,persons,persons,102478.0,0,0,102478,10247,236912,23691,0.0,236912.0,43.26,43.26
273:1281,273,1281,1282,Persons,persons,persons,2108.0,0,0,2108,2108,7531,7531,0.0,7531.0,27.99,27.99
273:1283,273,1283,1284,Persons,persons,persons,648.0,0,0,648,648,2324,2324,0.0,2324.0,27.88,27.88
273:1285,273,1285,1286,Persons,persons,persons,1019.0,0,0,1019,1019,3841,3841,0.0,3841.0,26.53,26.53
273:1287,273,1287,1288,Persons,persons,persons,109.0,0,0,109,109,127,127,0.0,127.0,85.83,
273:1289,273,1289,1290,Persons,persons,persons,1019.0,0,0,1019,1019,3841,3841,0.0,3841.0,26.53,26.53
273:1291,273,1291,1292,Persons,persons,persons,1868.0,0,0,1868,1868,5767,5767,0.0,5767.0,32.39,32.27
273:1298,273,1298,1299,Persons,persons,persons,57686.0,0,0,57686,57686,132784,13278,0.0,132784.0,43.44,34.04
273:1300,273,1300,1301,Persons,persons,persons,44556.0,0,0,44556,44556,103524,10352,0.0,103524.0,43.04,43.04
273:1304,273,1304,1305,Persons,persons,persons,102478.0,0,0,102478,10247,236912,23691,0.0,236912.0,43.26,29.09
273:1323,273,1323,1324,Persons,persons,persons,236.0,0,0,236,236,460,460,0.0,460.0,51.3,
273:1325,273,1325,1326,Persons,persons,persons,395.0,0,0,395,395,963,963,0.0,963.0,41.02,41.02
273:1327,273,1327,1328,Persons,persons,persons,2620.0,0,0,2620,2620,5546,5546,0.0,5546.0,47.24,1328.0
273:1329,273,1329,1330,Persons,persons,persons,134.0,0,0,134,134,375,375,0.0,375.0,35.73,1330.0
273:1331,273,1331,1332,Persons,persons,persons,921.0,0,0,921,921,1804,1804,0.0,1804.0,51.05,1332.0
273:1333,273,1333,1334,Persons,persons,persons,395.0,0,0,395,395,963,963,0.0,963.0,41.02,1334.0
273:1335,273,1335,1336,Persons,persons,persons,923.0,0,0,923,923,2801,2801,0.0,2801.0,32.95,1336.0
273:1337,273,1337,1338,Persons,persons,persons,1256.0,0,0,1256,1256,3396,3396,0.0,3396.0,36.98,1338.0
273:1339,273,1339,1340,Persons,persons,persons,267.0,0,0,267,267,487,487,0.0,487.0,54.83,1340.0
273:1341,273,1341,1342,Persons,persons,persons,915.0,0,0,915,915,2090,2090,0.0,2090.0,43.78,1342.0
273:1343,273,1343,1344,Persons,persons,persons,838.0,0,0,838,838,1621,1621,0.0,1621.0,51.7,1344.0
273:1345,273,1345,1346,Persons,persons,persons,736.0,0,0,736,736,1413,1413,0.0,1413.0,52.09,1346.0
273:1347,273,1347,1348,Persons,persons,persons,446.0,0,0,446,446,981,981,0.0,981.0,45.46,1348.0
273:1349,273,1349,1350,Persons,persons,persons,16016.0,0,0,16016,16016,34782,34782,0.0,34782.0,46.05,20.98
273:1353,273,1353,1354,Persons,persons,persons,9731.0,0,0,9731,9731,15712,15712,0.0,15712.0,61.93,1354.0
273:1355,273,1355,1356,Persons,persons,persons,9731.0,0,0,9731,9731,15712,15712,0.0,15712.0,61.93,0.0
273:1357,273,1357,1358,Persons,persons,persons,9731.0,0,0,9731,9731,15712,15712,0.0,15712.0,61.93,0.0
273:1359,273,1359,1360,Persons,persons,persons,9731.0,0,0,9731,9731,15712,15712,0.0,15712.0,61.93,61.9
273:1361,273,1361,1362,Persons,persons,persons,2372.0,0,0,2372,2372,9094,9094,0.0,9094.0,26.08,26.08
273:1363,273,1363,1364,Persons,persons,persons,1328.0,0,0,1328,1328,5741,5741,0.0,5741.0,23.13,23.13
273:1365,273,1365,1366,Persons,persons,persons,2372.0,0,0,2372,2372,9094,9094,0.0,9094.0,26.08,1366.0
273:1367,273,1367,1368,Persons,persons,persons,2372.0,0,0,2372,2372,9094,9094,0.0,9094.0,26.08,26.08
273:1369,273,1369,1370,Persons,persons,persons,269.0,0,0,269,269,1538,1538,0.0,1538.0,17.49,17.49
273:1371,273,1371,1372,Persons,persons,persons,5932.0,0,0,5932,5932,10031,10031,0.0,10031.0,59.14,59.14
273:1373,273,1373,1374,Persons,persons,persons,5932.0,0,0,5932,5932,10031,10031,0.0,10031.0,59.14,59.14
273:1375,273,1375,1376,Persons,persons,persons,6889.0,0,0,6889,6889,28115,28115,0.0,28115.0,24.5,
273:1377,273,1377,1378,Persons,persons,persons,6889.0,0,0,6889,6889,28115,28115,0.0,28115.0,24.5,
273:1379,273,1379,1380,Persons,persons,persons,6889.0,0,0,6889,6889,28115,28115,0.0,28115.0,24.5,
273:1381,273,1381,1382,Persons,persons,persons,9326.0,0,0,9326,9326,31662,31662,0.0,31662.0,29.45,29.17
273:1383,273,1383,1384,Persons,persons,persons,9326.0,0,0,9326,9326,31662,31662,0.0,31662.0,29.45,41.19
273:1385,273,1385,1386,Persons,persons,persons,467.0,0,0,467,467,849,849,0.0,849.0,55.01,55.01
273:1389,273,1389,1390,Persons,persons,persons,1036.0,0,0,1036,1036,4253,4253,0.0,4253.0,24.36,24.36
273:1391,273,1391,1392,Persons,persons,persons,6791.0,0,0,6791,6791,10584,10584,0.0,10584.0,64.16,
273:1393,273,1393,1394,Persons,persons,persons,6791.0,0,0,6791,6791,10584,10584,0.0,10584.0,64.16,
273:1395,273,1395,1396,Persons,persons,persons,6791.0,0,0,6791,6791,10584,10584,0.0,10584.0,64.16,
273:1397,273,1397,1398,Persons,persons,persons,0.0,0,0,3777,3777,8556,8556,0.0,0.0,44.14,34.46
273:1399,273,1399,1400,Persons,persons,persons,6794.0,0,0,6794,6794,14431,14431,0.0,14431.0,47.08,
273:1401,273,1401,1402,Persons,persons,persons,6794.0,0,0,6794,6794,14431,14431,0.0,14431.0,47.08,
273:1403,273,1403,1404,Persons,persons,persons,56.0,0,0,56,56,225,225,0.0,225.0,24.89,
273:1405,273,1405,1406,Persons,persons,persons,56.0,0,0,56,56,225,225,0.0,225.0,24.89,
273:1407,273,1407,1408,Persons,persons,persons,56.0,0,0,56,56,225,225,0.0,225.0,24.89,
273:1409,273,1409,1410,Persons,persons,persons,61.0,0,0,61,61,722,722,0.0,722.0,8.45,
273:1411,273,1411,1412,Persons,persons,persons,326.0,0,0,326,326,1541,1541,0.0,1541.0,21.16,
273:1413,273,1413,1414,Persons,persons,persons,233.0,0,0,233,233,2002,2002,0.0,2002.0,11.64,
273:1415,273,1415,1416,Persons,persons,persons,1087.0,0,0,1087,1087,2067,2067,0.0,2067.0,52.59,52.59
273:1417,273,1417,1418,Persons,persons,persons,1087.0,0,0,1087,1087,2067,2067,0.0,2067.0,52.59,52.59
