keyword,category,disaster_code,year,quarter,n_pages,n_documents
property damage,2016_Floods,16f,2023,1,1,1
property damage,2016_Floods,16f,2023,2,1,1
property damage,2016_Floods,16f,2023,3,1,1
property damage,2016_Floods,16f,2023,4,1,1
property damage,2016_Floods,16f,2024,1,1,1
property damage,2016_Floods,16f,2024,2,1,1
property damage,2016_Floods,16f,2024,3,1,1
property damage,2016_Floods,16f,2024,4,1,1
property damage,2016_Floods,16f,2025,1,1,1
property damage,2016_Floods,16f,2025,2,1,1
property damage,2016_Floods,16f,2025,3,1,1
property damage,2016_Floods,f16,2018,2,1,1
property damage,2016_Floods,f16,2018,3,1,1
property damage,2016_Floods,f16,2018,4,1,1
property damage,2016_Floods,f16,2019,1,1,1
property damage,2016_Floods,f16,2019,2,1,1
property damage,2016_Floods,f16,2019,3,1,1
property damage,2016_Floods,f16,2020,2,1,1
property damage,Hurricane_Rita2,rita2,2011,3,3,1
property damage,Hurricane_Rita2,rita2,2011,4,3,1
property damage,Hurricane_Rita2,rita2,2012,1,3,1
property damage,Hurricane_Rita2,rita2,2012,2,3,1
property damage,Hurricane_Rita2,rita2,2012,3,2,1
property damage,Hurricane_Rita2,rita2,2012,4,2,1
property damage,Hurricane_Rita2,rita2,2013,1,3,1
property damage,Hurricane_Rita2,rita2,2013,2,3,1
property damage,Hurricane_Rita2,rita2,2014,1,3,1
property damage,Hurricane_Rita2,rita2,2014,3,1,1
property damage,Hurricane_Rita2,rita2,2016,4,3,1
property damage,Hurricane_Rita2,rita2,2017,3,1,1
property damage,Hurricane_Rita2,rita2,2017,4,1,1
unmet need,2015_Floods,15f,2018,4,1,1
unmet need,2015_Floods,15f,2019,4,1,1
unmet need,2015_Floods,15f,2020,1,1,1
unmet need,2015_Floods,15f,2020,3,1,1
unmet need,2015_Floods,15f,2020,4,1,1
unmet need,2015_Floods,15f,2021,1,1,1
unmet need,2015_Floods,15f,2021,2,1,1
unmet need,2015_Floods,15f,2021,3,1,1
unmet need,2015_Floods,15f,2021,4,1,1
unmet need,2015_Floods,15f,2022,1,1,1
unmet need,2015_Floods,15f,2022,2,1,1
unmet need,2015_Floods,15f,2022,3,1,1
unmet need,2015_Floods,15f,2022,4,1,1
unmet need,2015_Floods,15f,2023,1,1,1
unmet need,2015_Floods,15f,2023,2,1,1
unmet need,2015_Floods,15f,2023,3,1,1
unmet need,2015_Floods,15f,2024,1,1,1
unmet need,2015_Floods,15f,2024,2,1,1
unmet need,2015_Floods,15f,2024,3,1,1
unmet need,2015_Floods,15f,2024,4,2,1
unmet need,2015_Floods,15f,2025,1,1,1
unmet need,2015_Floods,15f,2025,2,1,1
unmet need,2015_Floods,15f,2025,3,1,1
unmet need,2015_Floods,f15,2017,2,1,1
unmet need,2015_Floods,f15,2017,3,1,1
unmet need,2015_Floods,f15,2017,4,1,1
unmet need,2015_Floods,f15,2018,1,1,1
unmet need,2015_Floods,f15,2018,2,1,1
unmet need,2015_Floods,f15,2018,3,1,1
unmet need,2015_Floods,f15,2019,1,1,1
unmet need,2015_Floods,f15,2019,2,1,1
unmet need,2015_Floods,f15,2019,3,1,1
unmet need,2015_Floods,f15,2020,2,1,1
unmet need,2016_Floods,16f,2019,4,1,1
unmet need,2016_Floods,16f,2020,1,1,1
unmet need,2016_Floods,16f,2020,3,1,1
unmet need,2016_Floods,16f,2020,4,1,1
unmet need,2016_Floods,16f,2021,1,1,1
unmet need,2016_Floods,16f,2021,2,1,1
unmet need,2016_Floods,16f,2021,3,1,1
unmet need,2016_Floods,16f,2021,4,1,1
unmet need,2016_Floods,16f,2022,1,1,1
unmet need,2016_Floods,16f,2022,2,1,1
unmet need,2016_Floods,16f,2022,3,1,1
unmet need,2016_Floods,16f,2022,4,1,1
unmet need,2016_Floods,16f,2023,1,1,1
unmet need,2016_Floods,16f,2023,2,1,1
unmet need,2016_Floods,16f,2023,3,1,1
unmet need,2016_Floods,16f,2023,4,1,1
unmet need,2016_Floods,16f,2024,1,1,1
unmet need,2016_Floods,16f,2024,2,1,1
unmet need,2016_Floods,16f,2024,3,1,1
unmet need,2016_Floods,16f,2024,4,2,1
unmet need,2016_Floods,16f,2025,1,1,1
unmet need,2016_Floods,16f,2025,2,1,1
unmet need,2016_Floods,16f,2025,3,1,1
unmet need,2016_Floods,f16,2018,2,1,1
unmet need,2016_Floods,f16,2018,3,1,1
unmet need,2016_Floods,f16,2018,4,1,1
unmet need,2016_Floods,f16,2019,1,1,1
unmet need,2016_Floods,f16,2019,2,1,1
unmet need,2016_Floods,f16,2019,3,1,1
unmet need,2016_Floods,f16,2020,2,1,1
unmet need,2018_Floods_ActionPlan,2018-floods,2022,3,1,1
unmet need,2018_Floods_ActionPlan,2018-floods,2022,4,1,1
unmet need,2018_Floods_ActionPlan,2018-floods,2023,1,1,1
unmet need,2018_Floods_ActionPlan,2018-floods,2023,2,1,1
unmet need,2018_Floods_ActionPlan,2018-floods,2023,3,1,1
unmet need,2018_Floods_ActionPlan,2018-floods,2023,4,1,1
unmet need,2018_Floods_ActionPlan,2018-floods,2024,1,1,1
unmet need,2018_Floods_ActionPlan,2018-floods,2024,2,1,1
unmet need,2018_Floods_ActionPlan,2018-floods,2024,3,1,1
unmet need,2018_Floods_ActionPlan,2018-floods,2024,4,1,1
unmet need,2018_Floods_ActionPlan,2018-floods,2025,1,1,1
unmet need,2018_Floods_ActionPlan,2018-floods,2025,2,1,1
unmet need,2018_Floods_ActionPlan,2018-floods,2025,3,1,1
unmet need,2018_Floods_ActionPlan,2018-floods,2025,4,1,1
unmet need,2018_Floods_ActionPlan,2018-south-texas-floods,2021,3,1,1
unmet need,2018_Floods_ActionPlan,2018-south-texas-floods,2021,4,1,1
unmet need,2018_Floods_ActionPlan,2018-south-texas-floods,2022,1,1,1
unmet need,2018_Floods_ActionPlan,2018-south-texas-floods,2022,2,1,1
unmet need,2018_Floods_Performance,2018-floods,2021,3,1,1
unmet need,2018_Floods_Performance,2018-floods,2021,4,1,1
unmet need,2018_Floods_Performance,2018-floods,2022,1,1,1
unmet need,2018_Floods_Performance,2018-floods,2022,2,1,1
unmet need,2018_Floods_Performance,2018-floods,2022,3,1,1
unmet need,2018_Floods_Performance,2018-floods,2022,4,1,1
unmet need,2018_Floods_Performance,2018-floods,2023,2,1,1
unmet need,2018_Floods_Performance,2018-floods,2023,3,1,1
unmet need,2018_Floods_Performance,2018-floods,2023,4,1,1
unmet need,2018_Floods_Performance,2018-floods,2024,1,1,1
unmet need,2018_Floods_Performance,2018-floods,2024,2,1,1
unmet need,2018_Floods_Performance,2018-floods,2024,3,1,1
unmet need,2018_Floods_Performance,2018-floods,2024,4,2,1
unmet need,2018_Floods_Performance,2018-floods,2025,1,1,1
unmet need,2018_Floods_Performance,2018-floods,2025,2,1,1
unmet need,2018_Floods_Performance,2018-floods,2025,3,1,1
unmet need,2018_Floods_Performance,2018-floodsgrantreport,2023,1,1,1
unmet need,2019_Disasters_ActionPlan,2018-floods,2024,2,1,1
unmet need,2019_Disasters_ActionPlan,2019-disasters,2021,3,1,1
unmet need,2019_Disasters_ActionPlan,2019-disasters,2021,4,1,1
unmet need,2019_Disasters_ActionPlan,2019-disasters,2022,1,1,1
unmet need,2019_Disasters_ActionPlan,2019-disasters,2022,2,1,1
unmet need,2019_Disasters_ActionPlan,2019-disasters,2022,3,1,1
unmet need,2019_Disasters_ActionPlan,2019-disasters,2022,4,1,1
unmet need,2019_Disasters_ActionPlan,2019-disasters,2023,1,1,1
unmet need,2019_Disasters_ActionPlan,2019-disasters,2023,2,1,1
unmet need,2019_Disasters_ActionPlan,2019-disasters,2023,3,1,1
unmet need,2019_Disasters_ActionPlan,2019-disasters,2023,4,1,1
unmet need,2019_Disasters_ActionPlan,2019-disasters,2024,1,1,1
unmet need,2019_Disasters_ActionPlan,2019-disasters,2024,3,1,1
unmet need,2019_Disasters_ActionPlan,2019-disasters,2024,4,1,1
unmet need,2019_Disasters_ActionPlan,2019-disasters,2025,2,1,1
unmet need,2019_Disasters_ActionPlan,2019-disasters,2025,3,1,1
unmet need,2019_Disasters_ActionPlan,2019-disasters,2025,4,1,1
unmet need,2019_Disasters_Performance,2019-disasters,2021,2,1,1
unmet need,2019_Disasters_Performance,2019-disasters,2021,3,1,1
unmet need,2019_Disasters_Performance,2019-disasters,2021,4,1,1
unmet need,2019_Disasters_Performance,2019-disasters,2022,1,1,1
unmet need,2019_Disasters_Performance,2019-disasters,2022,2,1,1
unmet need,2019_Disasters_Performance,2019-disasters,2022,3,1,1
unmet need,2019_Disasters_Performance,2019-disasters,2022,4,1,1
unmet need,2019_Disasters_Performance,2019-disasters,2023,2,1,1
unmet need,2019_Disasters_Performance,2019-disasters,2023,3,1,1
unmet need,2019_Disasters_Performance,2019-disasters,2023,4,1,1
unmet need,2019_Disasters_Performance,2019-disasters,2024,1,1,1
unmet need,2019_Disasters_Performance,2019-disasters,2024,2,1,1
unmet need,2019_Disasters_Performance,2019-disasters,2024,3,1,1
unmet need,2019_Disasters_Performance,2019-disasters,2024,4,2,1
unmet need,2019_Disasters_Performance,2019-disasters,2025,1,1,1
unmet need,2019_Disasters_Performance,2019-disasters,2025,2,1,1
unmet need,2019_Disasters_Performance,2019-disasters,2025,3,1,1
unmet need,2019_Disasters_Performance,2019-disastersgrantreport,2023,1,1,1
unmet need,Harvey_57M_ActionPlan,hh57m,2020,3,2,1
unmet need,Harvey_57M_ActionPlan,hh57m,2020,4,2,1
unmet need,Harvey_57M_ActionPlan,hh57m,2021,1,2,1
unmet need,Harvey_57M_ActionPlan,hh57m,2022,3,2,1
unmet need,Harvey_57M_ActionPlan,hh57m,2022,4,2,1
unmet need,Harvey_57M_ActionPlan,hh57m,2023,1,2,1
unmet need,Harvey_57M_ActionPlan,hh57m,2023,2,2,1
unmet need,Harvey_57M_ActionPlan,hh57m,2023,3,2,1
unmet need,Harvey_57M_ActionPlan,hh57m,2023,4,2,1
unmet need,Harvey_57M_ActionPlan,hh57m,2024,1,2,1
unmet need,Harvey_57M_ActionPlan,hh57m,2024,2,2,1
unmet need,Harvey_57M_ActionPlan,hh57m,2024,3,2,1
unmet need,Harvey_57M_ActionPlan,hh57m,2024,4,2,1
unmet need,Harvey_57M_ActionPlan,hh57m,2025,1,2,1
unmet need,Harvey_57M_ActionPlan,hh57m,2025,2,2,1
unmet need,Harvey_57M_ActionPlan,hh57m,2025,3,2,1
unmet need,Harvey_57M_ActionPlan,hh57m,2025,4,2,1
unmet need,Harvey_57M_ActionPlan,hh57m-ap,2019,4,2,1
unmet need,Harvey_57M_ActionPlan,hh57m-ap,2020,1,2,1
unmet need,Harvey_57M_ActionPlan,hh57m-ap,2020,2,2,1
unmet need,Harvey_57M_ActionPlan,hh57m-ap,2021,2,2,1
unmet need,Harvey_57M_ActionPlan,hh57m-ap,2021,3,2,1
unmet need,Harvey_57M_ActionPlan,hh57m-ap,2021,4,2,1
unmet need,Harvey_57M_ActionPlan,hh57m-ap,2022,1,2,1
unmet need,Harvey_57M_ActionPlan,hh57m-ap,2022,2,2,1
unmet need,Harvey_57M_Performance,hh57m,2018,3,2,1
unmet need,Harvey_57M_Performance,hh57m,2018,4,2,1
unmet need,Harvey_57M_Performance,hh57m,2019,2,2,1
unmet need,Harvey_57M_Performance,hh57m,2019,3,2,1
unmet need,Harvey_57M_Performance,hh57m,2019,4,2,1
unmet need,Harvey_57M_Performance,hh57m,2020,1,2,1
unmet need,Harvey_57M_Performance,hh57m,2020,2,2,1
unmet need,Harvey_57M_Performance,hh57m,2020,3,2,1
unmet need,Harvey_57M_Performance,hh57m,2020,4,2,1
unmet need,Harvey_57M_Performance,hh57m,2021,1,2,1
unmet need,Harvey_57M_Performance,hh57m,2021,2,2,1
unmet need,Harvey_57M_Performance,hh57m,2021,3,2,1
unmet need,Harvey_57M_Performance,hh57m,2021,4,2,1
unmet need,Harvey_57M_Performance,hh57m,2022,1,2,1
unmet need,Harvey_57M_Performance,hh57m,2022,2,2,1
unmet need,Harvey_57M_Performance,hh57m,2022,3,2,1
unmet need,Harvey_57M_Performance,hh57m,2022,4,2,1
unmet need,Harvey_57M_Performance,hh57m,2023,1,2,1
unmet need,Harvey_57M_Performance,hh57m,2023,2,2,1
unmet need,Harvey_57M_Performance,hh57m,2023,3,2,1
unmet need,Harvey_57M_Performance,hh57m,2024,1,2,1
unmet need,Harvey_57M_Performance,hh57m,2024,2,2,1
unmet need,Harvey_57M_Performance,hh57m,2024,3,2,1
unmet need,Harvey_57M_Performance,hh57m,2024,4,2,1
unmet need,Harvey_57M_Performance,hh57m,2025,1,2,1
unmet need,Harvey_57M_Performance,hh57m,2025,3,2,1
unmet need,Harvey_57M_Performance,hh57m-ap,2019,4,2,1
unmet need,Harvey_5B_ActionPlan,h5b,2022,3,2,1
unmet need,Harvey_5B_ActionPlan,h5b,2022,4,2,1
unmet need,Harvey_5B_ActionPlan,h5b,2023,1,2,1
unmet need,Harvey_5B_ActionPlan,h5b,2023,2,2,1
unmet need,Harvey_5B_ActionPlan,h5b,2023,3,2,1
unmet need,Harvey_5B_ActionPlan,h5b,2023,4,2,1
unmet need,Harvey_5B_ActionPlan,h5b,2024,1,2,1
unmet need,Harvey_5B_ActionPlan,h5b,2024,2,2,1
unmet need,Harvey_5B_ActionPlan,h5b,2024,3,2,1
unmet need,Harvey_5B_ActionPlan,h5b,2024,4,2,1
unmet need,Harvey_5B_ActionPlan,h5b,2025,1,2,1
unmet need,Harvey_5B_ActionPlan,h5b,2025,2,2,1
unmet need,Harvey_5B_ActionPlan,h5b,2025,3,2,1
unmet need,Harvey_5B_ActionPlan,h5b,2025,4,2,1
unmet need,Harvey_5B_ActionPlan,hh5b,2020,3,2,1
unmet need,Harvey_5B_ActionPlan,hh5b,2020,4,2,1
unmet need,Harvey_5B_ActionPlan,hh5b,2021,1,2,1
unmet need,Harvey_5B_ActionPlan,hh5b,2021,2,2,1
unmet need,Harvey_5B_ActionPlan,hh5b,2021,3,2,1
unmet need,Harvey_5B_ActionPlan,hh5b,2021,4,2,1
unmet need,Harvey_5B_ActionPlan,hh5b,2022,1,2,1
unmet need,Harvey_5B_ActionPlan,hh5b,2022,2,2,1
unmet need,Harvey_5B_ActionPlan,hh5b-ap,2019,4,2,1
unmet need,Harvey_5B_ActionPlan,hh5b-ap,2020,1,2,1
unmet need,Harvey_5B_ActionPlan,hh5b-ap,2020,2,2,1
unmet need,Harvey_5B_Performance,h5b,2018,4,1,1
unmet need,Harvey_5B_Performance,h5b,2019,1,1,1
unmet need,Harvey_5B_Performance,h5b,2019,2,2,1
unmet need,Harvey_5B_Performance,h5b,2019,3,2,1
unmet need,Harvey_5B_Performance,h5b,2019,4,2,1
unmet need,Harvey_5B_Performance,h5b,2020,1,2,1
unmet need,Harvey_5B_Performance,h5b,2020,2,2,1
unmet need,Harvey_5B_Performance,h5b,2020,3,2,1
unmet need,Harvey_5B_Performance,h5b,2020,4,2,1
unmet need,Harvey_5B_Performance,h5b,2021,1,2,1
unmet need,Harvey_5B_Performance,h5b,2021,2,2,1
unmet need,Harvey_5B_Performance,h5b,2021,3,2,1
unmet need,Harvey_5B_Performance,h5b,2021,4,2,1
unmet need,Harvey_5B_Performance,h5b,2022,1,2,1
unmet need,Harvey_5B_Performance,h5b,2022,2,2,1
unmet need,Harvey_5B_Performance,h5b,2022,3,2,1
unmet need,Harvey_5B_Performance,h5b,2022,4,2,1
unmet need,Harvey_5B_Performance,h5b,2023,2,2,1
unmet need,Harvey_5B_Performance,h5b,2023,3,2,1
unmet need,Harvey_5B_Performance,h5b,2023,4,2,1
unmet need,Harvey_5B_Performance,h5b,2024,1,2,1
unmet need,Harvey_5B_Performance,h5b,2024,2,2,1
unmet need,Harvey_5B_Performance,h5b,2024,3,2,1
unmet need,Harvey_5B_Performance,h5b,2024,4,3,1
unmet need,Harvey_5B_Performance,h5b,2025,1,2,1
unmet need,Harvey_5B_Performance,h5b,2025,2,3,1
unmet need,Harvey_5B_Performance,h5b,2025,3,2,1
unmet need,Harvey_5B_Performance,harveygrantperformance,2023,1,2,1
unmet need,Harvey_5B_Performance,hh5b,2018,3,1,1
unmet need,Hurricane_Ike,ike,2010,2,1,1
unmet need,Hurricane_Ike,ike,2010,3,2,1
unmet need,Hurricane_Ike,ike,2010,4,2,1
unmet need,Hurricane_Ike,ike,2011,1,2,1
unmet need,Hurricane_Ike,ike,2011,2,2,1
unmet need,Hurricane_Ike,ike,2011,3,1,1
unmet need,Hurricane_Ike,ike,2011,4,1,1
unmet need,Hurricane_Ike,ike,2012,1,1,1
unmet need,Hurricane_Ike,ike,2012,2,1,1
unmet need,Hurricane_Ike,ike,2013,4,2,1
unmet need,Hurricane_Ike,ike,2024,4,1,1
unmet need,Hurricane_Rita2,rita2,2014,1,2,1
unmet need,Hurricane_Rita2,rita2,2014,4,1,1
unmet need,Hurricane_Rita2,rita2,2015,1,1,1
unmet need,Wildfire_I,wf1,2013,3,2,1
unmet need,Wildfire_I,wf1,2014,1,2,1
unmet need,Wildfire_I,wf1,2014,2,2,1
unmet need,Wildfire_I,wf1,2014,3,2,1
unmet need,Wildfire_I,wf1,2014,4,2,1
unmet need,Wildfire_I,wf1,2015,1,2,1
unmet need,Wildfire_I,wf1,2015,2,2,1
unmet need,Wildfire_I,wf1,2015,3,2,1
unmet need,Wildfire_I,wf1,2015,4,2,1
unmet need,Wildfire_I,wf1,2016,1,2,1
unmet need,Wildfire_I,wf1,2016,2,2,1
unmet need,Wildfire_I,wf1,2016,3,2,1
unmet need,Wildfire_I,wf1,2016,4,2,1
unmet need,Wildfire_I,wf1,2017,1,2,1
