category,disaster_code,year,quarter,n_mentions,max_value,metric
2019_Disasters_ActionPlan,2019-disasters,2024,4,1,75.0,wind_speed_mph
2019_Disasters_ActionPlan,2019-disasters,2025,2,1,75.0,wind_speed_mph
2019_Disasters_ActionPlan,2019-disasters,2025,3,1,75.0,wind_speed_mph
2019_Disasters_ActionPlan,2019-disasters,2025,4,1,75.0,wind_speed_mph
2019_Disasters_Performance,2019-disasters,2021,2,1,75.0,wind_speed_mph
2019_Disasters_Performance,2019-disasters,2021,3,1,75.0,wind_speed_mph
2019_Disasters_Performance,2019-disasters,2021,4,1,75.0,wind_speed_mph
2019_Disasters_Performance,2019-disasters,2022,1,1,75.0,wind_speed_mph
2019_Disasters_Performance,2019-disasters,2022,2,1,75.0,wind_speed_mph
2019_Disasters_Performance,2019-disasters,2022,3,1,75.0,wind_speed_mph
2019_Disasters_Performance,2019-disasters,2022,4,1,75.0,wind_speed_mph
2019_Disasters_Performance,2019-disasters,2023,2,1,75.0,wind_speed_mph
2019_Disasters_Performance,2019-disasters,2023,3,1,75.0,wind_speed_mph
2019_Disasters_Performance,2019-disasters,2023,4,1,75.0,wind_speed_mph
2019_Disasters_Performance,2019-disasters,2024,1,1,75.0,wind_speed_mph
2019_Disasters_Performance,2019-disasters,2024,2,1,75.0,wind_speed_mph
2019_Disasters_Performance,2019-disasters,2024,3,1,75.0,wind_speed_mph
2019_Disasters_Performance,2019-disasters,2024,4,1,75.0,wind_speed_mph
2019_Disasters_Performance,2019-disasters,2025,1,1,75.0,wind_speed_mph
2019_Disasters_Performance,2019-disasters,2025,2,1,75.0,wind_speed_mph
2019_Disasters_Performance,2019-disasters,2025,3,1,75.0,wind_speed_mph
2019_Disasters_Performance,2019-disastersgrantreport,2023,1,1,75.0,wind_speed_mph
2024_Disasters,2024-disasters,2025,4,4,110.0,wind_speed_mph
Harvey_57M_ActionPlan,hh57m,2020,3,1,150.0,wind_speed_mph
Harvey_57M_ActionPlan,hh57m,2020,4,1,150.0,wind_speed_mph
Harvey_57M_ActionPlan,hh57m,2021,1,1,150.0,wind_speed_mph
Harvey_57M_ActionPlan,hh57m,2022,3,1,150.0,wind_speed_mph
Harvey_57M_ActionPlan,hh57m,2022,4,1,150.0,wind_speed_mph
Harvey_57M_ActionPlan,hh57m,2023,1,1,150.0,wind_speed_mph
Harvey_57M_ActionPlan,hh57m,2023,2,1,150.0,wind_speed_mph
Harvey_57M_ActionPlan,hh57m,2023,3,1,150.0,wind_speed_mph
Harvey_57M_ActionPlan,hh57m,2023,4,1,150.0,wind_speed_mph
Harvey_57M_ActionPlan,hh57m,2024,1,1,150.0,wind_speed_mph
Harvey_57M_ActionPlan,hh57m,2024,2,1,150.0,wind_speed_mph
Harvey_57M_ActionPlan,hh57m,2024,3,1,150.0,wind_speed_mph
Harvey_57M_ActionPlan,hh57m,2024,4,1,150.0,wind_speed_mph
Harvey_57M_ActionPlan,hh57m,2025,1,1,150.0,wind_speed_mph
Harvey_57M_ActionPlan,hh57m,2025,2,1,150.0,wind_speed_mph
Harvey_57M_ActionPlan,hh57m,2025,3,1,150.0,wind_speed_mph
Harvey_57M_ActionPlan,hh57m,2025,4,1,150.0,wind_speed_mph
Harvey_57M_ActionPlan,hh57m-ap,2019,4,1,150.0,wind_speed_mph
Harvey_57M_ActionPlan,hh57m-ap,2020,1,1,150.0,wind_speed_mph
Harvey_57M_ActionPlan,hh57m-ap,2020,2,1,150.0,wind_speed_mph
Harvey_57M_ActionPlan,hh57m-ap,2021,2,1,150.0,wind_speed_mph
Harvey_57M_ActionPlan,hh57m-ap,2021,3,1,150.0,wind_speed_mph
Harvey_57M_ActionPlan,hh57m-ap,2021,4,1,150.0,wind_speed_mph
Harvey_57M_ActionPlan,hh57m-ap,2022,1,1,150.0,wind_speed_mph
Harvey_57M_ActionPlan,hh57m-ap,2022,2,1,150.0,wind_speed_mph
Harvey_57M_Performance,hh57m,2018,3,1,150.0,wind_speed_mph
Harvey_57M_Performance,hh57m,2018,4,1,150.0,wind_speed_mph
Harvey_57M_Performance,hh57m,2019,2,1,150.0,wind_speed_mph
Harvey_57M_Performance,hh57m,2019,3,1,150.0,wind_speed_mph
Harvey_57M_Performance,hh57m,2019,4,1,150.0,wind_speed_mph
Harvey_57M_Performance,hh57m,2020,1,1,150.0,wind_speed_mph
Harvey_57M_Performance,hh57m,2020,2,1,150.0,wind_speed_mph
Harvey_57M_Performance,hh57m,2020,3,1,150.0,wind_speed_mph
Harvey_57M_Performance,hh57m,2020,4,1,150.0,wind_speed_mph
Harvey_57M_Performance,hh57m,2021,1,1,150.0,wind_speed_mph
Harvey_57M_Performance,hh57m,2021,2,1,150.0,wind_speed_mph
Harvey_57M_Performance,hh57m,2021,3,1,150.0,wind_speed_mph
Harvey_57M_Performance,hh57m,2021,4,1,150.0,wind_speed_mph
Harvey_57M_Performance,hh57m,2022,1,1,150.0,wind_speed_mph
Harvey_57M_Performance,hh57m,2022,2,1,150.0,wind_speed_mph
Harvey_57M_Performance,hh57m,2022,3,1,150.0,wind_speed_mph
Harvey_57M_Performance,hh57m,2022,4,1,150.0,wind_speed_mph
Harvey_57M_Performance,hh57m,2023,1,1,150.0,wind_speed_mph
Harvey_57M_Performance,hh57m,2023,2,1,150.0,wind_speed_mph
Harvey_57M_Performance,hh57m,2023,3,1,150.0,wind_speed_mph
Harvey_57M_Performance,hh57m,2024,1,1,150.0,wind_speed_mph
Harvey_57M_Performance,hh57m,2024,2,1,150.0,wind_speed_mph
Harvey_57M_Performance,hh57m,2024,3,1,150.0,wind_speed_mph
Harvey_57M_Performance,hh57m,2024,4,1,150.0,wind_speed_mph
Harvey_57M_Performance,hh57m,2025,1,1,150.0,wind_speed_mph
Harvey_57M_Performance,hh57m,2025,3,1,150.0,wind_speed_mph
Harvey_57M_Performance,hh57m-ap,2019,4,1,150.0,wind_speed_mph
Harvey_5B_ActionPlan,h5b,2022,3,1,150.0,wind_speed_mph
Harvey_5B_ActionPlan,h5b,2022,4,1,150.0,wind_speed_mph
Harvey_5B_ActionPlan,h5b,2023,1,1,150.0,wind_speed_mph
Harvey_5B_ActionPlan,h5b,2023,2,1,150.0,wind_speed_mph
Harvey_5B_ActionPlan,h5b,2023,3,1,150.0,wind_speed_mph
Harvey_5B_ActionPlan,h5b,2023,4,1,150.0,wind_speed_mph
Harvey_5B_ActionPlan,h5b,2024,1,1,150.0,wind_speed_mph
Harvey_5B_ActionPlan,h5b,2024,2,1,150.0,wind_speed_mph
Harvey_5B_ActionPlan,h5b,2024,3,1,150.0,wind_speed_mph
Harvey_5B_ActionPlan,h5b,2024,4,1,150.0,wind_speed_mph
Harvey_5B_ActionPlan,h5b,2025,1,1,150.0,wind_speed_mph
Harvey_5B_ActionPlan,h5b,2025,2,1,150.0,wind_speed_mph
Harvey_5B_ActionPlan,h5b,2025,3,1,150.0,wind_speed_mph
Harvey_5B_ActionPlan,h5b,2025,4,1,150.0,wind_speed_mph
Harvey_5B_ActionPlan,hh5b,2020,3,1,150.0,wind_speed_mph
Harvey_5B_ActionPlan,hh5b,2020,4,1,150.0,wind_speed_mph
Harvey_5B_ActionPlan,hh5b,2021,1,1,150.0,wind_speed_mph
Harvey_5B_ActionPlan,hh5b,2021,2,1,150.0,wind_speed_mph
Harvey_5B_ActionPlan,hh5b,2021,3,1,150.0,wind_speed_mph
Harvey_5B_ActionPlan,hh5b,2021,4,1,150.0,wind_speed_mph
Harvey_5B_ActionPlan,hh5b,2022,1,1,150.0,wind_speed_mph
Harvey_5B_ActionPlan,hh5b,2022,2,1,150.0,wind_speed_mph
Harvey_5B_ActionPlan,hh5b-ap,2019,4,1,150.0,wind_speed_mph
Harvey_5B_ActionPlan,hh5b-ap,2020,1,1,150.0,wind_speed_mph
Harvey_5B_ActionPlan,hh5b-ap,2020,2,1,150.0,wind_speed_mph
Harvey_5B_Performance,h5b,2018,4,1,150.0,wind_speed_mph
Harvey_5B_Performance,h5b,2019,1,1,150.0,wind_speed_mph
Harvey_5B_Performance,h5b,2019,2,1,150.0,wind_speed_mph
Harvey_5B_Performance,h5b,2019,3,1,150.0,wind_speed_mph
Harvey_5B_Performance,h5b,2019,4,1,150.0,wind_speed_mph
Harvey_5B_Performance,h5b,2020,1,1,150.0,wind_speed_mph
Harvey_5B_Performance,h5b,2020,2,1,150.0,wind_speed_mph
Harvey_5B_Performance,h5b,2020,3,1,150.0,wind_speed_mph
Harvey_5B_Performance,h5b,2020,4,1,150.0,wind_speed_mph
Harvey_5B_Performance,h5b,2021,1,1,150.0,wind_speed_mph
Harvey_5B_Performance,h5b,2021,2,1,150.0,wind_speed_mph
Harvey_5B_Performance,h5b,2021,3,1,150.0,wind_speed_mph
Harvey_5B_Performance,h5b,2021,4,1,150.0,wind_speed_mph
Harvey_5B_Performance,h5b,2022,1,1,150.0,wind_speed_mph
Harvey_5B_Performance,h5b,2022,2,1,150.0,wind_speed_mph
Harvey_5B_Performance,h5b,2022,3,1,150.0,wind_speed_mph
Harvey_5B_Performance,h5b,2022,4,1,150.0,wind_speed_mph
Harvey_5B_Performance,h5b,2023,2,1,150.0,wind_speed_mph
Harvey_5B_Performance,h5b,2023,3,1,150.0,wind_speed_mph
Harvey_5B_Performance,h5b,2023,4,1,150.0,wind_speed_mph
Harvey_5B_Performance,h5b,2024,1,1,150.0,wind_speed_mph
Harvey_5B_Performance,h5b,2024,2,1,150.0,wind_speed_mph
Harvey_5B_Performance,h5b,2024,3,1,150.0,wind_speed_mph
Harvey_5B_Performance,h5b,2024,4,1,150.0,wind_speed_mph
Harvey_5B_Performance,h5b,2025,1,1,150.0,wind_speed_mph
Harvey_5B_Performance,h5b,2025,2,1,150.0,wind_speed_mph
Harvey_5B_Performance,h5b,2025,3,1,150.0,wind_speed_mph
Harvey_5B_Performance,harveygrantperformance,2023,1,1,150.0,wind_speed_mph
Harvey_5B_Performance,hh5b,2018,3,1,150.0,wind_speed_mph
Hurricane_Ike,ike,2010,2,2,145.0,wind_speed_mph
Hurricane_Ike,ike,2010,3,2,145.0,wind_speed_mph
Hurricane_Ike,ike,2013,3,1,120.0,wind_speed_mph
Hurricane_Ike,ike,2013,4,1,120.0,wind_speed_mph
Hurricane_Ike,ike,2014,1,1,120.0,wind_speed_mph
Hurricane_Ike,ike,2014,2,1,120.0,wind_speed_mph
Hurricane_Ike,ike,2014,4,1,120.0,wind_speed_mph
Hurricane_Ike,ike,2015,1,1,120.0,wind_speed_mph
Hurricane_Ike,ike,2015,2,1,120.0,wind_speed_mph
Hurricane_Ike,ike,2015,3,1,120.0,wind_speed_mph
Hurricane_Ike,ike,2015,4,1,120.0,wind_speed_mph
Hurricane_Ike,ike,2016,1,1,120.0,wind_speed_mph
Hurricane_Ike,ike,2016,2,1,120.0,wind_speed_mph
Hurricane_Ike,ike,2016,3,1,120.0,wind_speed_mph
Hurricane_Ike,ike,2016,4,1,120.0,wind_speed_mph
Hurricane_Ike,ike,2017,1,1,120.0,wind_speed_mph
Hurricane_Ike,ike,2017,2,1,120.0,wind_speed_mph
Hurricane_Ike,ike,2017,3,1,120.0,wind_speed_mph
Hurricane_Ike,ike,2019,2,1,120.0,wind_speed_mph
Hurricane_Rita1,rita1,2011,3,7,150.0,wind_speed_mph
Hurricane_Rita1,rita1,2011,4,8,150.0,wind_speed_mph
Hurricane_Rita1,rita1,2012,1,12,150.0,wind_speed_mph
Hurricane_Rita1,rita1,2012,2,3,150.0,wind_speed_mph
Hurricane_Rita1,rita1,2012,4,1,150.0,wind_speed_mph
Hurricane_Rita1,rita1,2016,3,1,120.0,wind_speed_mph
Hurricane_Rita2,rita2,2011,3,2,170.0,wind_speed_mph
Hurricane_Rita2,rita2,2011,4,4,170.0,wind_speed_mph
Hurricane_Rita2,rita2,2012,1,2,170.0,wind_speed_mph
Hurricane_Rita2,rita2,2012,2,2,170.0,wind_speed_mph
Hurricane_Rita2,rita2,2012,3,2,170.0,wind_speed_mph
Hurricane_Rita2,rita2,2016,4,2,120.0,wind_speed_mph
