category,disaster_code,year,quarter,fema_number,n_mentions,n_documents
Mitigation_Performance,mit,2022,4,4272,1,1
Mitigation_Performance,mit,2022,4,4332,1,1
Mitigation_Performance,mit,2022,4,4377,1,1
Mitigation_Performance,mitigationgrantreport,2023,1,4223,1,1
Mitigation_Performance,mitigationgrantreport,2023,1,4245,1,1
Mitigation_Performance,mitigationgrantreport,2023,1,4266,1,1
Mitigation_Performance,mitigationgrantreport,2023,1,4269,1,1
Mitigation_Performance,mitigationgrantreport,2023,1,4272,1,1
Mitigation_Performance,mitigationgrantreport,2023,1,4332,1,1
Mitigation_Performance,mitigationgrantreport,2023,1,4377,1,1
Mitigation_Performance,mit,2023,2,4223,1,1
Mitigation_Performance,mit,2023,2,4245,1,1
Mitigation_Performance,mit,2023,2,4266,1,1
Mitigation_Performance,mit,2023,2,4269,1,1
Mitigation_Performance,mit,2023,2,4272,1,1
Mitigation_Performance,mit,2023,2,4332,1,1
Mitigation_Performance,mit,2023,2,4377,1,1
Mitigation_Performance,mit,2023,3,4223,1,1
Mitigation_Performance,mit,2023,3,4245,1,1
Mitigation_Performance,mit,2023,3,4266,1,1
Mitigation_Performance,mit,2023,3,4269,1,1
Mitigation_Performance,mit,2023,3,4272,1,1
Mitigation_Performance,mit,2023,3,4332,1,1
Mitigation_Performance,mit,2023,3,4377,1,1
Mitigation_Performance,mit,2023,4,4223,1,1
Mitigation_Performance,mit,2023,4,4245,1,1
Mitigation_Performance,mit,2023,4,4266,1,1
Mitigation_Performance,mit,2023,4,4269,1,1
Mitigation_Performance,mit,2023,4,4272,1,1
Mitigation_Performance,mit,2023,4,4332,1,1
Mitigation_Performance,mit,2023,4,4377,1,1
Mitigation_Performance,mit,2024,1,4223,1,1
Mitigation_Performance,mit,2024,1,4245,1,1
Mitigation_Performance,mit,2024,1,4266,1,1
Mitigation_Performance,mit,2024,1,4269,1,1
Mitigation_Performance,mit,2024,1,4272,1,1
Mitigation_Performance,mit,2024,1,4332,1,1
Mitigation_Performance,mit,2024,1,4377,1,1
Mitigation_Performance,mit,2024,2,4223,1,1
Mitigation_Performance,mit,2024,2,4245,1,1
Mitigation_Performance,mit,2024,2,4266,1,1
Mitigation_Performance,mit,2024,2,4269,1,1
Mitigation_Performance,mit,2024,2,4272,1,1
Mitigation_Performance,mit,2024,2,4332,1,1
Mitigation_Performance,mit,2024,2,4377,1,1
Mitigation_Performance,mit,2024,3,4223,1,1
Mitigation_Performance,mit,2024,3,4245,1,1
Mitigation_Performance,mit,2024,3,4266,1,1
Mitigation_Performance,mit,2024,3,4269,1,1
Mitigation_Performance,mit,2024,3,4272,1,1
Mitigation_Performance,mit,2024,3,4332,1,1
Mitigation_Performance,mit,2024,3,4377,1,1
Mitigation_Performance,mit,2024,4,4223,1,1
Mitigation_Performance,mit,2024,4,4245,1,1
Mitigation_Performance,mit,2024,4,4266,1,1
Mitigation_Performance,mit,2024,4,4269,1,1
Mitigation_Performance,mit,2024,4,4272,1,1
Mitigation_Performance,mit,2024,4,4332,1,1
Mitigation_Performance,mit,2024,4,4377,1,1
Mitigation_Performance,mit,2025,1,4223,1,1
Mitigation_Performance,mit,2025,1,4245,1,1
Mitigation_Performance,mit,2025,1,4266,1,1
Mitigation_Performance,mit,2025,1,4269,1,1
Mitigation_Performance,mit,2025,1,4272,1,1
Mitigation_Performance,mit,2025,1,4332,1,1
Mitigation_Performance,mit,2025,1,4377,1,1
Mitigation_Performance,mit,2025,2,4223,1,1
Mitigation_Performance,mit,2025,2,4245,1,1
Mitigation_Performance,mit,2025,2,4266,1,1
Mitigation_Performance,mit,2025,2,4269,1,1
Mitigation_Performance,mit,2025,2,4272,1,1
Mitigation_Performance,mit,2025,2,4332,1,1
Mitigation_Performance,mit,2025,2,4377,1,1
Mitigation_Performance,mit,2025,3,4223,1,1
Mitigation_Performance,mit,2025,3,4245,1,1
Mitigation_Performance,mit,2025,3,4266,1,1
Mitigation_Performance,mit,2025,3,4269,1,1
Mitigation_Performance,mit,2025,3,4272,1,1
Mitigation_Performance,mit,2025,3,4332,1,1
Mitigation_Performance,mit,2025,3,4377,1,1
Wildfire_I,wf1,2013,3,4029,5,1
Wildfire_I,wf1,2014,1,4029,5,1
Wildfire_I,wf1,2014,2,4029,5,1
Wildfire_I,wf1,2014,3,4029,5,1
Wildfire_I,wf1,2014,4,4029,5,1
Wildfire_I,wf1,2015,1,4029,5,1
Wildfire_I,wf1,2015,2,4029,5,1
Wildfire_I,wf1,2015,3,4029,5,1
Wildfire_I,wf1,2015,4,4029,4,1
Wildfire_I,wf1,2016,1,4029,3,1
Wildfire_I,wf1,2016,2,4029,3,1
Wildfire_I,wf1,2016,3,4029,4,1
Wildfire_I,wf1,2016,4,4029,4,1
Wildfire_I,wf1,2017,1,4029,4,1
Wildfire_I,wf1,2017,2,4029,2,1
Wildfire_I,wf1,2017,3,4029,2,1
Wildfire_I,wf1,2017,4,4029,2,1
Wildfire_I,wf1,2018,1,4029,1,1
Wildfire_I,wf1,2018,2,4029,1,1
Wildfire_I,wf1,2018,3,4029,1,1
Wildfire_I,wf1,2018,4,4029,2,1
Wildfire_I,wf1,2019,1,4029,2,1
Wildfire_I,wf1,2019,2,4029,2,1
Wildfire_I,wf1,2019,3,4029,2,1
Wildfire_I,wf1,2019,4,4029,2,1
Wildfire_I,wf1,2020,1,4029,2,1
Wildfire_I,wf1,2020,2,4029,2,1
Wildfire_I,wf1,2020,3,4029,2,1
Wildfire_I,wf1,2020,4,4029,2,1
Wildfire_I,wf1,2021,1,4029,2,1
Wildfire_I,wf1,2021,2,4029,2,1
Wildfire_I,wf1,2021,3,4029,2,1
Wildfire_I,wf1,2021,4,4029,2,1
Wildfire_I,wf1,2022,1,4029,2,1
Wildfire_I,wf1,2022,2,4029,2,1
Wildfire_I,wf1,2022,3,4029,2,1
Wildfire_I,wf1,2022,4,4029,2,1
Wildfire_I,wf1,2023,1,4029,2,1
Wildfire_I,wf1,2023,2,4029,2,1
Wildfire_I,wf1,2023,3,4029,2,1
Wildfire_I,wf1,2023,4,4029,2,1
Wildfire_I,wf1,2024,1,4029,2,1
Wildfire_I,wf1,2024,2,4029,2,1
Wildfire_I,wf1,2024,3,4029,2,1
Wildfire_I,wf1,2024,4,4029,2,1
Wildfire_I,wf1,2025,1,4029,2,1
Wildfire_I,wf1,2025,2,4029,2,1
Wildfire_I,wf1,2025,3,4029,2,1
